	Code	ROE	PM
0	051500	16.51	0.07814774434725076
0	092220	-11.8	-0.15273757880269742
0	034810	-3.88	0.07820233561758702
0	371950	-31.78	-0.08445581148537333
0	092790	35.49	0.38493799537213
0	030530	-3.01	0.06625721827546521
0	004380	0.48	0.014291928167526254
0	006060	-7.57	0.020025025606900157
0	080160	18.41	0.037469307056985236
0	083930	14.64	0.05635473500143349
0	018470	-0.07	0.023840263726045863
0	086390	4.66	0.027486892043179664
0	061970	-5.82	0.0055267636118574645
0	339770	9.01	0.07219390538486725
0	005950	-13.5	-0.05967115122006992
0	004560	-5.93	-0.0796836053788969
0	102260	8.66	0.13289056022653933
0	048530	-9.56	-0.01630903183804716
0	109070	-7.43	-0.006434974581850402
0	057880	-178.72	-7.149936287696458
0	404990	2.04	0.02012996750563131
0	017890	2.16	0.06595831651245672
0	039570	5.07	0.03211089500648671
0	052400	18.18	0.06786145791381394
0	047310	9.17	0.04076381458892502
0	214420	15.67	0.06269427388118934
0	278650	-0.19	-0.005125381821232675
0	044450	4.12	0.06150358282025152
0	032620	-1.54	0.015326424823273184
0	000140	0.17	0.04651384946162779
0	095720	1.44	0.022728467128265775
0	109610	-5.17	0.03253842985950265
0	008060	2.11	0.05861713013527261
0	037560	4.16	0.03961599508096013
0	052420	5.8	0.056168477480885354
0	067390	-446.04	-0.08167222974965448
0	004980	14.38	0.08575278237946679
0	417310	1.45	0.009567775731336858
0	194370	26.09	0.16678989420515397
0	044990	41.39	0.06499294362326376
0	377450	14.55	0.10150934514794313
0	204620	10.29	0.08267765412603865
0	095570	7.72	0.06327515412169649
0	236200	13.33	0.10680828117189503
0	317690	-74.33	-0.10923509054394248
0	389260	5.39	0.03885333795540707
0	008490	2.46	0.060994529907271985
0	293480	8.17	0.10020631366580304
0	027970	-15.69	0.042738509438321776
0	322510	-51.67	-0.03126737320948048
0	078160	2.38	-0.07700305815651366
0	097800	-54.2	-0.12079983012906333
0	045390	9.27	0.010939393360195419
0	011040	-8.53	-0.09793935978764239
0	143240	10.91	0.10976751240871833
0	190510	17.32	0.08914190354327678
0	254490	13.71	0.05141643840828516
0	203400	-232.94	-0.15486570224421678
0	038290	-1.27	0.02254859499872836
0	002390	-8.02	0.019530923031422464
0	001460	4.51	0.0789672122391713
0	036030	6.92	0.03616922716859438
0	001750	7.4	0.033248032143766613
0	012320	4.37	0.06427836169009644
0	083310	22.87	0.2247444284618752
0	016610	0.65	0.00236000719835435
0	071840	-2.78	0.0068197642756794895
0	194700	10.87	0.10116007381142816
0	042370	-0.38	0.08793248739023705
0	024810	-4.11	0.016299147967628273
0	064800	-6.63	-0.05471541570949009
0	101930	1.47	0.014575837188493536
0	001080	3.54	-0.1539019284519758
0	036800	9.28	0.035933307780758914
0	330860	-12.57	-0.019214194043087468
0	009580	4.25	0.05378262683984391
0	067080	-1.52	0.006111837706750482
0	019680	2.46	-0.0063651786898318565
0	032300	0.13	0.026091962072889593
0	015860	6.21	0.06517130043152555
0	037270	3.5	0.01472739554917991
0	078520	6.05	0.04277604526456046
0	001520	2.31	0.06881816952581664
0	305090	8.34	0.0043979562013405854
0	363280	-76.5	-0.37171294466874716
0	000390	5.33	0.055981167935106636
0	082800	-3.24	0.01831656663003353
0	089600	10.46	0.05213341936745744
0	035080	-2.78	0.0023882150645312184
0	033160	-9.18	0.03075856169525846
0	002020	0.79	0.02544312075379288
0	107590	5.82	0.040189198380066155
0	226950	-33.0	-0.08084361646366922
0	030210	-1.66	-0.007587011513047676
0	028100	4.54	0.02224656825016006
0	008350	-0.09	0.02506652381254746
0	146320	9.33	0.021437384575563604
0	053080	12.77	0.0820635872825435
0	182360	18.71	0.059937828125553406
0	036890	12.86	0.11324065824621332
0	003200	0.9	-0.002803495173502709
0	014940	16.7	0.06836545809592656
0	322310	6.18	0.013877212114343602
0	003070	-5.68	0.012581350342538758
0	122990	6.63	0.0784623930845789
0	079940	11.79	0.12065850312760434
0	068930	8.03	0.0993496571443332
0	092190	-183.08	-0.09066069190352331
0	081000	2.48	-0.01868527040134262
0	016790	-565.5	-0.025874345896535735
0	083790	-29.33	-0.12548100034915394
0	405100	10.51	0.05204915635888328
0	023760	12.39	0.024758904662197646
0	011810	-73.98	-0.027897766069643316
0	078070	5.91	0.14475417100707164
0	002100	7.98	0.07118893832376831
0	093640	-18.6	-0.022237792865136077
0	016450	12.3	0.14019658561821002
0	090350	7.67	0.08949167022639898
0	234080	18.78	0.1284898081385195
0	149950	3.44	0.01201200676516221
0	067280	17.37	0.1366840020193959
0	036420	-195.24	-0.006344259440939718
0	264850	11.13	0.028302331797669774
0	445680	-20.76	-0.029095360731007214
0	299660	-36.9	-0.07363616912055176
0	138610	-20.3	-0.010417917112683741
0	122450	6.85	0.07333020268562641
0	211270	11.66	0.04532538646174686
0	298000	-303.79	-0.013151541669458987
0	005680	2.59	0.03753351206434316
0	007860	19.08	0.1488877292633413
0	092730	15.12	0.1370553197321503
0	092870	3.36	0.008714389374022174
0	317400	4.71	0.07522919962063573
0	282690	2.54	0.05208514112177311
0	293780	-21.21	-0.08287348654821822
0	096240	33.62	0.07357522453581916
0	060590	-18.41	-0.01794966725999422
0	214390	2.06	0.01911261318489528
0	136540	11.73	0.11365429963563711
0	100250	10.42	0.009559025755019648
0	134380	15.74	0.12731415201616533
0	090710	-6.43	-0.01827164122036099
0	079810	1.2	0.006644630466302969
0	199820	6.51	0.035941369823625904
0	045970	-34.72	-0.06721792393619727
0	101530	8.31	0.07887163103581768
0	039980	1.28	0.012566422970214814
0	048550	-9.68	0.005998734952494733
0	046440	10.21	0.14624028337428438
0	004250	7.54	0.09020551009387469
0	033920	12.83	0.05990791930920992
0	049950	2.66	-0.008764693751288926
0	079430	0.74	0.033424983625556313
0	000320	8.41	0.11916023588537956
0	073010	31.81	0.06820798603377902
0	035810	4.61	0.06324574956726776
0	019210	6.84	0.07312982830667147
0	063160	-17.87	-0.06092507181316634
0	052260	7.94	0.06421591437878083
0	214180	17.48	0.08764748338915207
0	354320	-6.46	0.049339846813739756
0	225530	18.1	0.08349391185808368
0	396470	4.74	0.008628882134072119
0	053690	11.15	0.08440155559301377
0	029480	7.51	-0.01593141159659705
0	304100	-15.24	-0.049100474036038906
0	084990	-34.55	-0.1510146295422369
0	182400	5.31	-0.30661017239762095
0	267850	6.75	0.04050150656702999
0	036190	12.03	0.16171003717472118
0	005860	109.57	0.007620325575870121
0	005430	11.77	0.17809030765541464
0	321820	-29.15	-0.01675542472107549
0	089890	11.02	0.04099925432606194
0	000050	-1.8	0.025563374841596948
0	006840	6.17	0.06765840425110627
0	110790	7.03	0.09652879925209236
0	025950	8.4	0.03359641638225256
0	123410	18.17	0.0982452824799953
0	101670	-65.4	-0.21726923223395406
0	003060	-29.75	1.5370323759430427
0	234690	6.87	0.04842467610809495
0	131370	8.14	0.04543126519862722
0	382840	4.85	0.0184615522922666
0	117730	-177.6	-0.03128985521458984
0	105840	9.45	0.120279378066265
0	128820	-1.05	0.027769239128966512
0	282880	10.09	0.04672981249791888
0	136490	3.26	0.10041331148888945
0	143160	9.72	0.08389736367754962
0	100130	-5.94	-0.009776526328093747
0	402030	-27.31	-0.0617617158886955
0	112290	-9.45	-0.03613930311377162
0	053300	5.33	0.05638802176642083
0	042600	-15.55	0.001295731885085167
0	206560	-2.88	-0.0
0	065680	10.99	0.09995579823512472
0	083420	2.76	0.021269355113152966
0	210980	2.63	0.04449086880860364
0	321550	-27.32	-0.1432066008146395
0	011280	1.48	0.04621283332879532
0	121440	5.41	0.11355314527777698
0	006620	11.12	0.06311811712604191
0	063570	9.64	0.06746952085091731
0	092070	3.38	-0.01719440444274951
0	035510	8.19	0.16057808109193095
0	042420	2.13	0.05009744817418986
0	131400	1.63	-0.039565715788821676
0	106190	7.81	0.05383683675215903
0	297090	3.59	0.014202862323133785
0	000860	2.73	0.051638751321573646
0	123040	6.11	0.14151715948182375
0	217820	-2.86	0.005560109626189036
0	023910	12.01	0.17566241413150147
0	047560	-10.07	-0.03513003322590648
0	001470	-73.88	-0.2214413403899836
0	365590	-55.8	-0.05557332753233954
0	092200	31.14	0.05442845516017262
0	192440	9.58	0.17508287917594986
0	298540	16.79	0.1831034879154244
0	448900	5.22	0.0266314553409074
0	064820	12.11	0.019251372895223922
0	004710	13.25	0.10250675124347083
0	432720	-68.32	-0.08294774358808388
0	054210	6.26	0.07061296513503429
0	008110	11.5	0.027455656313456187
0	030960	0.66	0.008191401548805
0	003650	13.89	0.24000480009600192
0	015890	5.55	0.13434799274045595
0	400760	1.05	0.019477291815018706
0	217330	-53.45	-0.07120005459475372
0	234340	11.02	0.037591890894809
0	200470	-15.65	-0.0929745468576897
0	007210	13.1	0.10816079226933441
0	041440	3.54	0.045936228571323574
0	068790	6.49	0.11284594505862834
0	027710	4.8	0.03358674532682422
0	079960	15.53	0.17271615024537743
0	214260	-24.99	-0.019158972508977266
0	093520	20.67	0.07828406315282126
0	289220	-22.94	-0.15230281861749656
0	068290	5.12	-0.0072585147962032385
0	091580	19.46	0.10321105306989316
0	065660	-2.41	-0.030274148441629303
0	092130	26.02	0.08945705192496241
0	191420	-4.89	-0.007949694334252848
0	001360	-27.54	-0.17879116433136932
0	063080	-3.17	-0.0
0	023600	10.17	0.22722568230073759
0	060570	-1.74	-0.018837437329191537
0	078940	-63.99	-0.052897600049991764
0	273640	11.25	0.04063926649916967
0	389470	-154.94	-0.09472774948773009
0	156100	-7.84	0.011525927314159839
0	004970	5.76	0.08325139298590627
0	000970	4.9	0.095633393324536
0	094280	21.45	0.07664648016608654
0	080420	-2.09	0.02231113444959832
0	094820	7.48	0.06385956589242062
0	396270	-77.22	-0.12389607905252649
0	147830	9.73	0.03848797250859107
0	009300	11.22	0.13473727664429647
0	215090	-47.42	-0.01887646197214825
0	220260	4.65	0.018550130527447865
0	015230	13.47	0.23479728088555818
0	109740	2.47	-0.058757431755060256
0	317870	-16.08	-0.0012019042971684337
0	025820	0.52	0.03184672508417605
0	356860	5.92	0.02830144104701901
0	008040	4.53	0.13567282252808555
0	004310	7.15	0.034023668639053255
0	049720	27.72	0.07491558618770636
0	036560	8.63	0.10372900796668703
0	067990	3.01	0.03352036102305991
0	006910	5.26	0.024474239564981515
0	011330	-4.69	0.0272451754967836
0	362320	-3.71	0.03068629577486854
0	139990	-15.8	-0.014511133443466651
0	032860	-8.55	-0.025456656042755547
0	065650	-5.77	-0.01989692961908063
0	039610	9.55	0.05450033817459837
0	217950	8.19	0.03563070953385837
0	950190	16.81	0.2833200139063847
0	125210	20.89	0.05086251452941485
0	264660	12.56	0.06882086449193457
0	051160	13.65	0.13260674564077854
0	046210	-10.11	-0.012056878323491069
0	037460	9.62	0.1291861147728051
0	418470	44.55	0.06500684197011736
0	002900	16.8	0.1533483399551084
0	294570	10.09	0.07698808685474089
0	010820	7.77	0.007736277360273237
0	012860	4.77	0.04095278296551222
0	203650	23.47	0.07595333408906521
0	164060	-8.69	0.008282337796330214
0	014280	10.09	0.0868364829714537
0	382900	1.48	0.011342093291066753
0	009070	10.26	0.07224185316058107
0	002620	-4.94	0.03391834100697749
0	010580	1.03	0.07657657875514212
0	024090	-4.05	0.05331427299251257
0	002170	5.1	0.118
0	260870	-64.96	-0.5059085307894781
0	115180	-54.44	-0.22121235814280782
0	310200	14.5	0.1192816216622741
0	175140	-33.67	-0.07438995586815868
0	039560	-27.66	-0.0062850099225802815
0	160980	7.02	0.03838389736037722
0	023900	5.59	0.07734821239686905
0	210540	10.9	0.17481859079648987
0	031440	6.45	0.04333028273423468
0	033530	0.99	0.05993489407569902
0	006890	11.27	0.11548685127358126
0	000700	3.04	0.14701194030979195
0	008970	-1.78	0.012510373658703132
0	290670	-10.98	0.000608956878789082
0	065450	-7.18	-0.02458592091812748
0	272110	24.26	0.08631080059651489
0	419050	8.69	0.0023974880353359596
0	012610	-4.58	-0.005422652371108976
0	073490	7.3	0.05468449699819276
0	007540	3.06	0.028845044421368406
0	042520	-48.64	-0.022048517237215796
0	061250	2.21	0.020577641772826807
0	348150	-22.66	-0.10402253454222887
0	274090	-3.83	0.0040560857510608915
0	288330	-118.94	-0.3985043922501476
0	251370	-2.33	-0.013841419548306035
0	149980	12.45	0.037149706307038816
0	038390	8.38	0.05776303219236507
0	285490	21.01	0.17941242431038348
0	315640	-36.28	-0.04879110213419563
0	277880	-6.86	0.005397247684337868
0	038110	23.5	0.0816430621143856
0	089470	6.86	0.08083262502725039
0	282720	23.15	0.029395663705896868
0	053280	-1.8	0.016411997736276173
0	389500	-65.4	-0.03176989518771186
0	183490	-4.72	-0.13010982389526912
0	043610	8.2	0.0556581375992043
0	004080	8.36	0.07328833172613308
0	445180	19.82	0.08940969414829618
0	104460	5.21	0.026823332162371004
0	086710	14.27	0.09070816789128673
0	072870	7.06	0.03800267721552776
0	003830	1.46	0.008815180916896351
0	259630	30.64	0.06373687200446702
0	067000	7.96	0.05626467684875167
0	004140	10.97	0.06550039735667192
0	013580	7.07	0.05118905691800737
0	024900	13.84	0.04609320370271531
0	208370	11.02	0.02575878552165795
0	246710	-38.09	-0.0661080415695694
0	205100	10.52	0.03469594358535872
0	228670	-1.76	0.03751792764553125
0	040350	-31.48	-0.045918627079713566
0	003720	15.15	0.0681843176069504
0	013990	8.08	0.09836794541835295
0	119830	-5.21	-0.036728356362182815
0	289860	20.91	0.012060207571247561
0	950220	-54.9	-0.3734705616430996
0	104480	-0.94	-0.06270850639615497
0	006490	-59.52	0.0036716930339051753
0	078140	3.52	0.022511778992150025
0	090850	-0.59	0.07946064717961597
0	107600	-1.86	-0.030042623738822917
0	002990	-7.64	-0.01213624126597773
0	269620	-306.59	-0.019647615175417153
0	047820	-15.17	-0.0022564602456833912
0	014530	7.41	0.08406940304206949
0	038540	-8.94	-0.01079906887256893
0	040910	-26.35	-0.1852575802471595
0	264450	16.81	0.1750561839804275
0	016710	34.23	0.012462487600759523
0	370090	17.2	0.051991287993175275
0	049520	7.37	0.14591680990833505
0	248170	4.5	0.03780426648150291
0	219130	-4.73	-0.02117035167368703
0	001020	8.54	0.13072253011311846
0	014580	12.81	0.1980665885546703
0	060560	15.46	0.14116354603965495
0	020120	-14.41	-0.023030928820187136
0	007330	5.05	0.007305384851935474
0	357230	10.98	0.1306830263681685
0	056090	2.76	-0.01796767615060506
0	009270	2.63	0.057104665208086616
0	417500	13.13	0.05858885191037986
0	251120	10.01	0.03861886577935961
0	088390	-6.84	0.02244453559175238
0	099440	18.37	0.10487114803804316
0	049960	5.73	0.016877637130801686
0	074610	-81.19	-0.13167852544734335
0	018000	-41.43	-0.08019658835202492
0	033290	10.62	0.0537318268886745
0	388870	-38.5	-0.0821428850272877
0	003610	-2.1	-0.02618137884550975
0	195990	-19.61	-1.6523308191617796
0	267320	16.39	-0.01061581304114963
0	013570	5.26	0.08423790184202806
0	388050	9.3	0.021315109577781075
0	054670	11.81	0.10037469660680134
0	040300	-1.68	-0.04787891268533773
0	003460	1.46	-0.0011456543069470243
0	017370	21.77	0.06209549017564757
0	261200	9.03	0.0016127931916903088
0	011150	5.77	0.020721879525014086
0	066620	15.51	0.13026434817569604
0	002780	18.4	0.1441547603571264
0	054620	6.27	-0.07168012904273038
0	033180	-14.33	-0.017259047180870693
0	085670	26.77	0.09049993652607191
0	368770	7.59	0.031879719337023285
0	037070	0.74	-0.008241758241758242
0	228850	5.67	0.08101185229322844
0	039340	6.24	0.033805653456088616
0	100700	11.59	0.13111752474940258
0	178780	-66.79	-0.006489358173635036
0	353810	27.57	0.0909022872780572
0	261780	-5.09	-0.053541018945824186
0	065510	9.34	0.08135711606882415
0	108380	5.47	0.05647857349347589
0	044340	4.86	0.024204512190267424
0	012700	2.12	-0.022167264556105536
0	045660	5.31	0.0068731881512345775
0	000440	-0.43	-0.005639059736734857
0	230240	1.06	-0.04021667595959143
0	067900	10.72	0.14704064150343535
0	007110	2.96	0.03678248653399165
0	138080	-26.11	-0.19748258597286908
0	376190	0.59	-0.007737651411769672
0	253840	-13.63	-0.16988217106732273
0	066700	18.77	0.05920183574685438
0	382800	21.5	0.14600415936330058
0	207760	-18.16	0.004329179477378732
0	180400	-99.67	-0.06806066533968994
0	063170	-6.62	-0.01819581714555458
0	105550	-34.34	-0.038944468595423935
0	054050	4.08	0.04958899913185821
0	013310	19.21	0.10239699964830476
0	151910	-20.73	-0.018775398582289077
0	005710	8.28	0.20535728085773178
0	900250	2.01	0.42067748646754555
0	023450	11.69	0.04945054945054945
0	010100	15.26	0.09502615021903688
0	011690	-0.37	0.036766790377240816
0	092460	55.21	0.03155578800354126
0	012690	11.51	0.05536558770635234
0	019550	6.83	0.19623333121940018
0	002720	-10.58	-0.011267580242072694
0	026150	-2.17	0.012200201996304411
0	419080	0.66	-0.017601150880585576
0	260930	4.65	0.04623227647729374
0	140670	-15.24	-0.020750161121758898
0	002210	-5.02	0.0035523223633079676
0	214330	-6.45	0.07305135510263715
0	418420	-49.02	-0.01708746822556157
0	124560	12.46	0.11742872007375958
0	120030	9.22	0.08259581504147713
0	396690	-0.81	0.01032719068470307
0	214610	-94.28	-0.15854697094990436
0	084730	11.34	0.15522290397878755
0	123690	14.57	0.023071676703590283
0	012800	-8.31	-0.01596185617542032
0	021080	11.66	0.1768901569186876
0	072770	-13.85	-0.014570489156787674
0	069510	14.67	0.10934178909835694
0	356680	0.94	0.03282534510546283
0	333620	3.96	0.07508852744851494
0	019440	-0.82	0.020861878371076722
0	011700	-2.15	-0.05649663872463232
0	332570	26.65	0.04262835514295452
0	137950	13.3	0.13148662605968858
0	015590	12.19	0.1393369333388348
0	262260	18.88	0.054569356243544094
0	215360	19.49	0.06335524951089747
0	014160	4.64	0.10140079257051923
0	058850	7.83	0.05700230661205419
0	066590	13.15	0.03169473203745397
0	284620	-80.48	-0.15710230043589343
0	008260	23.77	0.2236011486836945
0	241690	7.51	0.05987955385320202
0	017550	10.75	0.09485310126234266
0	052330	2.48	0.020676709947758998
0	311690	-37.83	-0.24468188496521287
0	012600	-3.48	0.0051540217553319905
0	200350	-18.09	-0.09460103408632926
0	186230	10.23	0.037800389158104776
0	000230	-234.71	-0.09812250718291268
0	005990	13.77	0.12401827166326125
0	019010	4.45	0.024795237158358015
0	257370	-12.39	-0.008557216035787211
0	017900	-0.42	-0.04159702945780617
0	033230	-0.38	0.02175763397446177
0	059270	-1.93	-0.014775952236241865
0	058630	21.13	0.15299165484393126
0	014710	-10.11	-0.17428012043757932
0	077500	6.91	0.09894694261222839
0	018120	8.11	0.06581167817666878
0	124500	1.06	0.05140578472497838
0	159010	17.05	0.0697621536588652
0	000180	-4.1	-0.061045706667878515
0	350520	3.11	0.21191964424959778
0	001380	15.39	0.044727677568202256
0	004100	0.06	0.04592921315189226
0	162300	9.56	0.058984096199188665
0	267290	7.51	0.04505230923331954
0	140070	3.11	0.0493754574351273
0	419530	-38.3	-0.08978507697199828
0	061040	1.74	0.01747214904497932
0	384470	-202.85	-0.1107390363621564
0	034590	8.51	0.05124820437162713
0	424960	-33.69	-0.051214601700248906
0	232530	-169.22	-0.056935375760540155
0	163560	4.42	0.05386045816772226
0	226400	8.28	0.06718928316002645
0	086820	-2.91	-0.03187864691720733
0	060310	5.52	0.012476268447917377
0	120240	8.27	0.08047865779157784
0	122830	25.99	0.024444107284343968
0	053700	10.23	0.06316329492796906
0	131030	8.31	0.07016735598963098
0	170920	-30.9	-0.055166318866012184
0	443250	10.61	0.03952336403903486
0	011560	15.32	0.12255696861857109
0	071200	15.36	0.042067974593844586
0	099750	3.5	0.0017014051054062998
0	039860	-6.61	-0.026673417466141734
0	037950	3.39	0.02820553486075169
0	264900	11.81	0.11836610101563115
0	361390	4.82	0.008799944267019643
0	347890	8.68	0.05015647476650145
0	053050	6.17	0.020931798017663584
0	014790	8.42	0.05596810645286804
0	005960	-2.52	-0.0013648587771390426
0	074430	4.6	0.014567866811238176
0	079980	-33.09	-0.16013239997316217
0	003100	8.56	0.10328231732765589
0	067570	2.7	0.06089850663597666
0	270870	4.68	0.07788855260815382
0	066790	9.66	0.007287639107366236
0	142280	5.31	0.011961282922019147
0	014470	-15.21	-0.0013633071125749756
0	035610	26.51	0.22932177436208526
0	260970	14.24	0.07757445719678986
0	002600	0.23	0.0447401629000803
0	016740	10.42	0.15237944388862804
0	080580	3.13	0.0026001929083118674
0	004150	1.31	0.020939892300898925
0	160600	-2.52	0.004108942445529548
0	238090	-10.48	-0.03694487842161387
0	005870	11.69	0.09996660885455962
0	372910	7.7	0.05864314051185432
0	036630	13.95	-0.03543667123914038
0	048910	3.43	0.053701574196157835
0	041930	9.76	0.08545994065281899
0	413630	16.53	0.058103734811234105
0	900340	8.91	0.22050804691031928
0	142210	18.64	0.13317221650027036
0	448710	26.63	0.06664894410652925
0	256940	7.13	0.019946037603814297
0	064240	-11.12	-0.0876364325270352
0	311320	4.49	0.007807467842991821
0	024840	0.06	0.039305134603582904
0	002700	1.29	0.017503705534461646
0	294140	-63.7	-0.12158370570508158
0	291230	-7.86	-0.03048848318148146
0	089850	22.58	0.1680556171301256
0	035000	9.09	0.05830824974271484
0	027050	2.11	0.00804289544235925
0	042510	11.66	0.011086398675663162
0	093920	7.17	0.08137358613394091
0	019590	30.12	0.3185538332671599
0	003480	2.22	0.027222424202476243
0	008700	6.91	0.05689921952732789
0	255440	-2.17	-0.03694480172956405
0	042500	14.25	0.10694632803391314
0	330350	9.18	0.05555719648540955
0	263600	-8.1	-0.049903670793044946
0	185490	-32.48	-0.25966435268359755
0	225190	2.19	-0.010144475779602964
0	041590	-70.27	-0.31876395865642543
0	021320	2.31	0.022871555366854694
0	417790	15.59	0.10526315789473684
0	012210	1.75	0.033215234720992026
0	300080	-82.98	-0.04773813889776569
0	119850	9.7	0.06923867793402359
0	023800	6.86	0.0398918461429137
0	382480	9.83	0.03743082471668817
0	004830	6.66	0.037692898953467745
0	333430	10.74	0.03987115448357151
0	086960	1.29	0.06240266887177137
0	072020	6.15	0.05983303847042137
0	053580	5.43	0.12056288965133914
0	388790	-27.51	-0.019979689218788444
0	040420	10.38	0.10557305569622424
0	095190	-2.87	0.004145663029592042
0	041920	9.33	0.10350143140277471
0	263050	-37.41	-0.3219328763470946
0	366030	16.03	0.10251039162484243
0	111710	10.14	0.10669473280655072
0	004890	-0.26	-0.027117768595041322
0	023000	7.02	0.11636107193229901
0	226440	-20.03	-0.1112310135216218
0	302550	2.62	-0.023830529110059576
0	226330	-36.36	-0.10759893415820017
0	001540	0.84	0.0282246714841938
0	293580	2.07	0.023409918726380558
0	065710	17.04	0.12172170672559246
0	024880	12.96	0.09402318788844435
0	004840	4.13	0.06451023487311576
0	198440	-15.72	-0.24092551255502068
0	058400	3.97	0.12782230604012781
0	054800	8.19	0.10019336647290569
0	034300	-79.12	-0.16011868221812975
0	227840	11.96	0.14836929450638486
0	302430	13.03	0.07049418573412602
0	289080	5.91	0.06860528056369061
0	043650	-1.71	0.041978559590617616
0	309960	6.12	0.09814346056843999
0	004720	2.63	0.046449710786745806
0	002800	7.67	0.03925253491234941
0	002200	6.6	0.16439339554917445
0	032560	7.0	0.14496338808628537
0	393210	15.48	0.029049141706796844
0	234300	20.97	0.09865273251626948
0	145210	-53.73	-0.06143078582889502
0	043260	19.22	0.11184616255600352
0	206400	-10.52	-0.057847940902543575
0	086670	14.82	0.07878160177937757
0	059210	15.43	0.07497284511577139
0	066410	4.32	-0.034906075947264956
0	300120	-16.32	-0.09456206772995324
0	244920	11.44	0.08007821898068755
0	391710	9.63	0.01651345998362048
0	006090	9.51	0.09315351390484786
0	054040	16.12	0.19835530118293934
0	950200	-12.63	-0.033814018390317474
0	010040	-6.91	-0.036853687665979795
0	013520	2.12	0.08185497397323231
0	002450	1.31	0.02015051948240731
0	054780	-9.16	-0.01356420208129117
0	170030	9.36	0.0886986411828943
0	411080	2.06	-0.00910510477699322
0	006660	5.25	0.04044399113887134
0	083500	2.81	0.01724587952823372
0	239890	14.35	0.05861660483967548
0	036710	-54.51	-0.21477854411275926
0	007280	13.2	0.11873775689465972
0	064850	13.53	0.047138609148290336
0	109820	-3.78	-0.02707906273948046
0	038460	17.18	0.047706728131826255
0	187870	5.27	0.03187645575325548
0	041910	3.3	0.05984360720101513
0	047400	-24.47	-0.02392100977198697
0	090470	5.53	0.12860565445645428
0	101140	14.9	-0.06782556489943875
0	033310	2.3	0.027900046340233214
0	175250	-42.49	-0.125132843396908
0	055490	5.39	0.04818059840303217
0	173130	25.71	0.08379707031076981
0	432430	-28.12	-0.056418646875689205
0	408920	10.33	0.11034778468940251
0	263690	12.02	0.07374805735934055
0	348350	5.63	0.021960099962375027
0	093190	6.2	0.08602417094205254
0	002460	5.32	0.050298452321073266
0	066980	0.73	0.006535558538519333
0	078000	4.76	0.028112222116541092
0	307870	-81.66	-0.03245964940981865
0	091440	-29.61	-0.03894584798314652
0	232680	8.24	0.01929024253236131
0	036120	1.61	0.0050034398649071235
0	032850	8.61	0.06357331885228831
0	322180	-33.95	-0.02721173392882155
0	036580	-14.01	0.03310144805699754
0	102370	-4.14	-0.02538676893585495
0	014200	11.72	0.07436473106188074
0	403490	4.44	0.03297070087758308
0	012790	10.57	0.13632787242827205
0	033170	-12.38	-0.1799172092969699
0	159580	1.2	0.025915593700054383
0	053260	3.61	0.04976899673214889
0	073560	0.61	0.01642485800281782
0	408900	8.66	0.009775183806039499
0	058860	6.94	0.06482476222435325
0	017510	1.75	0.01542675925660651
0	009200	0.84	0.03995343621472801
0	340360	-10.34	-0.008513604171893072
0	007820	-31.37	-0.16658939754184937
0	217730	-45.08	-0.23217733460419873
0	009780	13.03	0.15428883912296235
0	288620	0.14	0.0072101865515600445
0	172670	5.91	0.027963056807235244
0	067370	17.74	0.05064449995860787
0	105330	2.02	0.04822271475336864
0	073570	-120.58	-0.07023863161924217
0	226340	-2.39	0.14231900138883136
0	122310	13.62	0.11602091059374244
0	004650	-2.99	0.09893142541143107
0	005740	6.82	0.1024700979986493
0	123420	2.0	-0.0016228642092715854
0	365270	-26.32	-0.09634861682384491
0	052790	15.0	0.22101536020265025
0	067830	2.9	0.06987101714955532
0	004910	2.76	0.01280117355623521
0	294630	-118.97	-0.03930679549828147
0	037350	1.54	0.026493227211085973
0	104540	5.81	0.038959487565311327
0	036640	12.15	0.17304785213997917
0	032940	-1.18	0.06297824895024706
0	004540	-13.62	-0.03937479041127187
0	006140	4.97	0.052296819787985865
0	263860	16.73	0.07217568108946906
0	067290	-102.71	0.04977818396775895
0	168360	24.34	0.06511584832927203
0	027830	3.02	0.03393665158371041
0	331380	11.31	0.026661061007685564
0	049430	7.63	0.10297049277559023
0	265560	10.2	0.04724232383101232
0	115160	-24.96	0.017236591220927005
0	241520	14.82	0.1617960358491939
0	011320	5.55	0.04398458534194302
0	033340	5.06	0.021899532424767776
0	044820	3.4	0.028530420631618314
0	357580	-3.84	0.005130086159797054
0	059120	1.14	-0.010396679531594932
0	216050	11.47	0.0703667593683567
0	153710	-9.0	-0.02785127419579446
0	036670	10.75	0.11000959112745946
0	105740	9.41	0.08450728635430053
0	317850	-0.52	-0.004050493451364713
0	020710	6.49	0.046470653450412826
0	250060	-1.68	-0.06345443090820423
0	000220	-6.27	0.0027899652760921736
0	127980	12.23	0.030351453598168352
0	218150	1.04	0.0
0	306620	-11.92	0.011663167716351761
0	109860	0.2	0.13481777855092633
0	351330	-0.96	0.0009239750552606382
0	263540	-668.28	-0.10532605303905036
0	251630	2.75	0.013515687895464805
0	223250	7.2	0.015354491054281582
0	217190	9.0	0.031112655988918363
0	011370	2.14	0.03176891532541074
0	036090	-18.81	0.03739251672658228
0	004960	4.27	0.008492646925703989
0	053450	8.56	0.05825966043240398
0	141000	0.97	-0.016975970513737806
0	007590	7.84	0.0957533393977115
0	092780	6.26	0.04091759774198852
