	Unnamed: 0	Code	Name	ROE	PM	EY	ROE_Rank	PM_Rank	Total_Rank
2324	0	113810	디젠스	17.45	11.030303030303031	0.0559512552664119	214.0	665.0	879.0
262	0	192400	쿠쿠홀딩스	12.72	14.8739837398374	0.0831393096096369	431.0	450.0	881.0
1283	0	17550	수산중공업	10.75	17.930204572803852	0.1024314106470381	557.0	326.0	883.0
203	0	298020	효성티앤씨	13.04	14.511270125223612	0.0847715084212976	416.0	469.0	885.0
898	0	96240	크레버스	33.62	8.64026402640264	0.0749396245346383	38.0	848.0	886.0
430	0	348210	넥스틴	26.82	8.921968787515006	0.0923224763448925	69.0	818.0	887.0
1170	0	5710	대원산업	8.28	30.34013605442177	0.2086242163580439	789.0	98.0	887.0
592	0	36620	감성코퍼레이션	37.53	8.462757527733757	0.1160679097479724	29.0	859.0	888.0
227	0	36930	주성엔지니어링	19.43	10.096491228070176	0.0852547015096986	162.0	726.0	888.0
1831	0	67920	이글루	11.97	15.590551181102365	0.083260687166519	470.0	419.0	889.0
1730	0	155660	DSR	8.42	28.242894056847547	0.1355875460328088	771.0	119.0	890.0
1108	0	84730	팅크웨어	11.34	16.403897254207266	0.1521018265524126	513.0	379.0	892.0
293	0	2350	넥센타이어	9.46	21.46666666666667	0.0741066439491787	664.0	229.0	893.0
557	0	267980	매일유업	10.62	17.70959595959596	0.0976437824983392	567.0	331.0	898.0
2395	0	79190	케스피온	14.16	12.864493996569468	0.0583197094957423	352.0	546.0	898.0
1701	0	4780	대륙제관	9.6	20.601503759398497	0.1423968697516826	649.0	251.0	900.0
923	0	225530	보광산업	18.1	10.396375990939976	0.0888422229574555	195.0	705.0	900.0
521	0	94170	동운아나텍	64.09	7.971751412429379	0.0713741166742163	6.0	895.0	901.0
2357	0	900260	로스웰	7.35	60.99706744868036	0.3035178217920019	884.0	17.0	901.0
675	0	54950	제이브이엠	15.14	12.070528967254408	0.1033127176082637	304.0	597.0	901.0
1532	0	336060	웨이버스	22.76	9.204758922980588	0.0591623069749981	114.0	788.0	902.0
1860	0	204020	그리티	11.72	15.592592592592592	0.1787528846045454	487.0	417.0	904.0
1630	0	101000	KS인더스트리	27.62	8.671023965141613	0.1769543573833515	62.0	842.0	904.0
2215	0	89140	넥스턴바이오	7.86	35.82758620689655	0.0118427717187323	838.0	68.0	906.0
2145	0	31510	오스템	8.86	23.515981735159816	0.1210387323943661	722.0	184.0	906.0
2348	0	14100	메디앙스	8.33	27.645687645687644	-0.0240691710947769	782.0	125.0	907.0
489	0	29960	코엔텍	19.79	9.67966573816156	0.0915380521554018	154.0	753.0	907.0
400	0	16800	퍼시스	13.33	13.607017543859648	0.0646672484269508	395.0	513.0	908.0
36	0	24110	기업은행	8.52	24.913544668587896	0.0083156667212641	758.0	152.0	910.0
547	0	13030	하이록코리아	12.13	14.767676767676768	0.1492726195475227	459.0	455.0	914.0
673	0	9470	삼화전기	25.99	8.722527472527473	0.0968524253138664	80.0	835.0	915.0
1460	0	158430	아톤	13.29	13.531799729364003	0.1136185986260742	399.0	518.0	917.0
297	0	33100	제룡전기	57.64	7.843575418994414	0.0942693754116731	8.0	909.0	917.0
1346	0	111710	남화산업	10.14	18.33333333333333	0.1117934088122007	606.0	312.0	918.0
181	0	3690	코리안리	9.51	20.271546635183	0.0358984134555521	659.0	262.0	921.0
622	0	100840	SNT에너지	12.78	14.031372549019608	0.0671617607798823	429.0	493.0	922.0
984	0	94280	효성ITX	21.45	9.114219114219114	0.0772165182541055	126.0	797.0	923.0
1715	0	39420	케이엘넷	14.53	12.13872832369942	0.145150000721378	332.0	591.0	923.0
491	0	36530	SNT홀딩스	8.5	24.461187214611872	0.1630745325318204	764.0	161.0	925.0
1484	0	216050	인크로스	11.47	15.520504731861198	0.0724451776867472	507.0	424.0	931.0
1045	0	9300	삼아제약	11.22	15.788235294117648	0.1470933416790548	521.0	410.0	931.0
497	0	108670	LX하우시스	9.3	20.589580686149937	0.0609388897733316	678.0	254.0	932.0
1409	0	59210	메타바이오메드	15.43	11.405405405405403	0.0799167073719054	290.0	643.0	933.0
172	0	204320	HL만도	10.75	16.529595015576323	0.0612085105178598	557.0	378.0	935.0
16	0	86790	하나금융지주	9.26	20.599364069952305	0.0085631901896179	687.0	252.0	939.0
155	0	357780	솔브레인	17.38	10.037587006960557	0.1056668144794664	216.0	728.0	944.0
611	0	151860	KG에코솔루션	7.53	33.64963503649635	0.0973271171318345	868.0	77.0	945.0
1349	0	159010	아스플로	17.05	10.222531293463142	0.0771592894630744	229.0	717.0	946.0
1680	0	250000	보라티알	11.8	14.578563995837667	0.1603876532849901	481.0	466.0	947.0
2184	0	52460	아이크래프트	12.86	13.220338983050848	0.0788559638610848	421.0	528.0	949.0
1892	0	122690	서진오토모티브	10.22	17.208333333333332	0.0719405385129481	601.0	348.0	949.0
710	0	5010	휴스틸	7.54	32.24592220828105	0.2531285725903094	866.0	83.0	949.0
2085	0	25880	케이씨피드	10.51	16.610878661087867	0.0936750014519625	578.0	375.0	953.0
1055	0	1020	페이퍼코리아	8.54	22.91390728476821	0.1289910934750703	756.0	198.0	954.0
240	0	108320	LX세미콘	12.81	13.11437908496732	0.1306744512803029	425.0	529.0	954.0
540	0	41830	인바디	14.36	11.859574468085103	0.1210838703836774	342.0	613.0	955.0
363	0	71320	지역난방공사	7.84	28.414904330312183	0.0424975040146025	840.0	115.0	955.0
326	0	370	한화손해보험	7.76	29.00181488203267	0.0307334612776678	846.0	109.0	955.0
989	0	49720	고려신용정보	27.72	7.974806201550387	0.075319029890895	61.0	894.0	955.0
2080	0	45340	토탈소프트	18.58	9.41427050053248	0.0734996726202082	184.0	772.0	956.0
2277	0	278990	EMB	13.57	12.374798061389338	0.0172473526930555	380.0	577.0	957.0
2294	0	76340	관악산업	8.55	22.736486486486488	0.1433979580130779	755.0	202.0	957.0
1342	0	14790	HL D&I	7.64	29.70760233918129	0.0556056939629967	858.0	103.0	961.0
1272	0	15590	KIB플러그에너지	12.19	13.863636363636363	0.1621619990828419	457.0	505.0	962.0
586	0	126720	수산인더스트리	10.21	16.85925925925926	0.1284901258409768	602.0	361.0	963.0
197	0	9240	한샘	27.97	7.909259259259259	0.0232744602273309	59.0	904.0	963.0
973	0	92130	이크레더블	26.02	8.078149920255182	0.0907136677505654	78.0	887.0	965.0
93	0	3230	삼양식품	38.27	7.431914893617021	0.0806785321649025	28.0	937.0	965.0
189	0	178320	서진시스템	21.43	8.697478991596638	0.0794359008776327	127.0	839.0	966.0
544	0	97520	엠씨넥스	12.44	13.233802816901408	0.075399932252041	444.0	525.0	969.0
449	0	82920	비츠로셀	16.75	10.19036954087346	0.1078344296421347	249.0	721.0	970.0
528	0	104830	원익머트리얼즈	10.84	15.54110898661568	0.1652353011324934	550.0	423.0	973.0
607	0	337930	브랜드엑스코퍼레이션	22.99	8.376068376068375	0.1034235098225239	109.0	864.0	973.0
394	0	14830	유니드	9.59	17.932975871313673	0.1414248828463658	651.0	324.0	975.0
929	0	51160	지어소프트	13.45	12.151162790697674	0.1236085662809866	386.0	590.0	976.0
1162	0	6890	태경케미컬	11.27	14.639376218323584	0.133466551343613	517.0	460.0	977.0
1434	0	12790	신일제약	10.57	15.916083916083917	0.1438850399640698	572.0	405.0	977.0
