	Code	ROE	PM	Name
0	001450	21.01	0.039563011317844565	현대해상
0	298040	15.08	0.048289854238312446	효성중공업
0	058470	21.12	0.036937971330451486	리노공업
0	175330	12.57	0.013754284221412833	JB금융지주
0	068760	5.8	0.01120258266388851	셀트리온제약
0	277810	6.3	0.0018714357655193064	레인보우로보틱스
0	007660	31.5	0.03877769408029623	이수페타시스
0	263750	2.5	-0.006407973109493257	펄어비스
0	052690	8.17	0.013842489687676342	한전기술
0	002380	11.81	0.047827123980346324	KCC
0	112610	15.08	0.051153018475604876	씨에스윈드
0	257720	64.67	0.05905017291365947	실리콘투
0	088350	8.74	0.008089204610723415	한화생명
0	004990	0.29	0.032633577995919455	롯데지주
0	403870	34.05	0.038271049076992344	HPSP
0	081660	9.68	0.09148238744288659	휠라홀딩스
0	361610	-6.36	-0.04185466666170329	SK아이이테크놀로지
0	000150	9.28	0.07266790054751276	두산
0	004370	7.35	0.06803408799787013	농심
0	001440	8.88	0.0477970276425653	대한전선
0	000880	1.36	0.00996139095075594	한화
0	383220	27.42	0.17090042156575516	F&F
0	012750	10.37	0.07201139613076221	에스원
0	007070	5.27	0.05094378184824041	GS리테일
0	018880	2.8	0.03515916114121449	한온시스템
0	039030	8.95	0.019112300320908857	이오테크닉스
0	008930	15.23	0.02177368390925332	한미사이언스
0	000120	6.94	0.0705719285900954	CJ대한통운
0	237690	9.49	0.0168099286435595	에스티팜
0	030000	15.86	0.08698945724538075	제일기획
0	002790	7.74	0.1182885524544613	아모레G
0	028670	7.42	0.10028494524484874	팬오션
0	006280	0.83	0.02004584247769722	녹십자
0	282330	16.94	0.059981071593388224	BGF리테일
0	051600	13.41	0.09460708782742681	한전KPS
0	009420	4.95	0.004274559377904319	한올바이오파마
0	357780	17.54	0.09545187100933472	솔브레인
0	008770	11.72	0.02660919968095617	호텔신라
0	214450	20.87	0.06403293713600017	파마리서치
0	012510	12.72	0.0365496871712275	더존비즈온
0	026960	9.23	0.02340203629773374	동서
0	035900	21.98	0.06485271697578208	JYP Ent.
0	000990	9.42	0.09619703225675895	DB하이텍
0	139480	-0.06	0.008866335939364051	이마트
0	047040	8.25	0.06628013321863165	대우건설
0	006360	5.87	0.024657669046859173	GS건설
0	111770	10.53	0.12151957928855	영원무역
0	023530	1.42	0.025208822596029145	롯데쇼핑
0	078600	13.37	0.014299528735042727	대주전자재료
0	089030	13.15	0.030072634948626647	테크윙
0	294870	6.29	0.04191387026148255	HDC현대산업개발
0	020150	0.96	0.00613681974332425	롯데에너지머티리얼즈
0	069620	9.56	0.05838302223296734	대웅제약
0	240810	1.67	0.005073924491098318	원익IPS
0	035760	-0.48	0.02745082998178831	CJ ENM
0	017800	26.15	0.022762679391133047	현대엘리베이
0	014680	13.96	0.07255791561973142	한솔케미칼
0	005290	16.95	0.072997409089122	동진쎄미켐
0	204320	10.74	0.059674512569251444	HL만도
0	007310	9.09	0.10256843629314755	오뚜기
0	161890	12.59	0.06525652224572288	한국콜마
0	018670	6.37	0.0504620516170679	SK가스
0	103140	12.81	0.11251053459486654	풍산
0	000240	10.75	0.20610739004906245	한국앤컴퍼니
0	185750	11.3	0.055240945961943275	종근당
0	005850	18.3	0.16889129693852045	에스엘
0	041510	10.95	0.047702928798123365	에스엠
0	000080	9.92	0.06131988122260504	하이트진로
0	086900	9.16	0.032017585778457425	메디톡스
0	225570	26.3	0.06686861722545359	넥슨게임즈
0	293490	1.05	0.010949847393705798	카카오게임즈
0	039200	-2.3	-0.0018101176266151421	오스코텍
0	298380	-54.0	-0.022998352742984784	에이비엘바이오
0	004170	6.54	0.06319774601697879	신세계
0	178320	21.43	0.0756951152981406	서진시스템
0	003690	9.51	0.03564821211229212	코리안리
0	042670	11.79	0.088447958213327	HD현대인프라코어
0	004490	14.96	0.12015386172689543	세방전지
0	137310	-2.81	-0.03138653766413073	에스디바이오센서
0	010060	10.66	0.1013742426675946	OCI홀딩스
0	280360	6.27	0.06641572149693196	롯데웰푸드
0	011210	5.4	0.06325894554091407	현대위아
0	139130	5.62	0.004744982230756041	DGB금융지주
0	003090	12.25	0.074119201829891	대웅
0	395400	0.38	0.00831203222453735	SK리츠
0	096530	3.19	-0.005646800532229773	씨젠
0	192820	23.8	0.0671602067281012	코스맥스
0	065350	6.75	0.016272274107603277	신성델타테크
0	073240	21.36	0.16893710878603332	금호타이어
0	001720	9.27	0.01771561878192437	신영증권
0	082640	6.97	0.010955585420932206	동양생명
0	140860	23.52	0.028886139173277283	파크시스템스
0	328130	-10.28	-0.03428648893429944	루닛
0	036930	19.07	0.07007657883593885	주성엔지니어링
0	009240	28.74	0.023070818643334212	한샘
0	009410	-685.73	-0.007675407029898151	태영건설
0	298050	14.55	0.07443058270552835	효성첨단소재
0	137400	24.29	0.058657332902631594	피엔티
0	005300	8.0	0.0557625018667513	롯데칠성
0	232140	10.56	0.030369333470819306	와이씨
0	298020	13.04	0.08331281293605844	효성티앤씨
0	067630	-2.57	-0.01949025582671142	HLB생명과학
0	310210	-63.75	-0.025602643697905166	보로노이
0	375500	4.38	0.04930128063107256	DL이앤씨
0	064760	14.0	0.05175366960286624	티씨케이
0	004000	8.11	0.05909914839768802	롯데정밀화학
0	001120	13.58	0.07854894261161802	LX인터내셔널
0	336260	-1.64	0.0009136800957920485	두산퓨얼셀
0	067160	31.0	0.08422848308766692	SOOP
0	950160	-16.69	-0.018460319318499042	코오롱티슈진
0	082740	-0.19	0.004677453153209882	한화엔진
0	014820	8.66	0.049663207761461714	동원시스템즈
0	095340	11.48	0.04559996485466124	ISC
0	281740	17.89	0.022102787924840266	레이크머티리얼즈
0	089860	8.89	0.04883270691386085	롯데렌탈
0	031980	22.34	0.05838739407179314	피에스케이홀딩스
0	108320	12.56	0.11071363001618978	LX세미콘
0	195940	3.99	0.03705199902281677	HK이노엔
0	009970	16.88	0.29714024815399154	영원무역홀딩스
0	003620	0.82	0.007367519677702017	KG모빌리티
0	084370	11.81	0.03424524468556609	유진테크
0	079160	-5.83	0.03053080750718292	CJ CGV
0	103590	10.52	0.05017275751915234	일진전기
0	087010	-35.68	-0.014302327087564064	펩트론
0	253450	5.88	0.03859588047980372	스튜디오드래곤
0	036830	7.63	0.07501520142759507	솔브레인홀딩스
0	069960	2.24	0.04472523894367067	현대백화점
0	006040	9.97	0.09031459157654147	동원산업
0	192080	18.9	0.22124015318263143	더블유게임즈
0	300720	12.52	0.12766178138717824	한일시멘트
0	001740	3.05	0.030570121266176486	SK네트웍스
0	267270	8.52	0.08506151123440396	HD현대건설기계
0	018290	47.27	0.0954751645542542	브이티
0	112040	2.26	-0.0010583460177637396	위메이드
0	121600	5.01	0.010802776543417967	나노신소재
0	365550	1.05	0.013893228311719064	ESR켄달스퀘어리츠
0	204270	6.4	0.012606208809963083	제이앤티씨
0	051980	-114.48	0.0	중앙첨단소재
0	034230	5.07	0.06061830176106703	파라다이스
0	352480	25.08	0.045724662708320575	씨앤씨인터내셔널
0	009450	14.65	0.07812115012440535	경동나비엔
0	353200	4.73	0.03100102794968636	대덕전자
0	033100	57.64	0.06774755216127237	제룡전기
0	000210	4.05	0.0632559684288761	DL
0	287410	36.36	0.04981849336919613	제이시스메디칼
0	120110	4.39	0.057776367070765645	코오롱인더
0	001800	5.26	0.25421627330454466	오리온홀딩스
0	330590	0.3	0.017229754245882162	롯데리츠
0	140410	-29.03	-0.015121762254715239	메지온
0	248070	15.99	0.07076852308399993	솔루엠
0	002840	16.95	0.06700401326121096	미원상사
0	085620	3.35	0.0056125728642065905	미래에셋생명
0	085660	-2.94	-0.0048796225083364035	차바이오텍
0	145720	19.8	0.11013247989170549	덴티움
0	336370	-0.12	-0.016385513315592865	솔루스첨단소재
0	056190	12.48	0.10211037303403035	에스에프에이
0	214370	18.02	0.043876223219416796	케어젠
0	078130	-22.79	-0.04304207420918913	국일제지
0	007340	27.29	0.12098281067147335	DN오토모티브
0	241710	21.97	0.06510005534897716	코스메카코리아
0	285130	0.69	0.011826630127533698	SK케미칼
0	042000	10.12	0.02062693288244621	카페24
0	003540	4.73	0.009947784294796666	대신증권
0	229640	16.77	0.040028818934266734	LS에코에너지
0	002710	1.3	0.010121079315271874	TCC스틸
0	047920	-22.32	-0.023053965964898036	HLB제약
0	317330	-4.05	-0.0057316772607168024	덕산테코피아
0	100090	5.55	0.03670341089570543	SK오션플랜트
0	000400	19.72	0.028071521414183377	롯데손해보험
0	023590	9.35	0.013170925612836726	다우기술
0	950210	3.99	-0.19779080936251958	프레스티지바이오파마
0	119860	0.29	0.032515371307723695	커넥트웨이브
0	005250	-5.37	-0.006219021593489588	녹십자홀딩스
0	281820	7.22	0.038780085252147045	케이씨텍
0	025540	12.25	0.11501863264505138	한국단자
0	000640	6.64	0.04854495421366804	동아쏘시오홀딩스
0	019170	-19.13	-0.056032001601995125	신풍제약
0	319660	18.18	0.09793570047381474	피에스케이
0	178920	-0.55	-0.003998733529319124	PI첨단소재
0	192400	12.72	0.09123818433906049	쿠쿠홀딩스
0	067310	2.94	0.05098025540670701	하나마이크론
0	214320	10.74	0.06371191135734072	이노션
0	271940	0.45	-0.012543226133120491	일진하이솔루스
0	213420	11.72	0.05694508328369238	덕산네오룩스
0	069260	11.67	0.1042736988191312	TKG휴켐스
0	064550	2.51	0.012125534950071327	바이오니아
0	086450	11.28	0.07809783846348921	동국제약
0	048410	-28.02	-0.012957288150652538	현대바이오
0	222080	17.96	0.06730210321315945	씨아이에스
0	039130	43.71	0.04865056978985985	하나투어
0	003850	11.23	0.07141631831273305	보령
0	002350	9.46	0.07364542754384143	넥센타이어
0	098460	10.01	0.02843221096257435	고영
0	001530	2.87	0.01363746497765129	DI동일
0	166090	8.81	0.04535141421070472	하나머티리얼즈
0	053030	-4.99	-0.013762503401804628	바이넥스
0	003530	0.59	0.0027806958458835187	한화투자증권
0	004800	0.32	0.0393295117086558	효성
0	074600	16.24	0.08526700433973654	원익QnC
0	115450	-1.66	-0.012438722136619033	HLB테라퓨틱스
0	005420	-10.55	0.0026197452364124466	코스모화학
0	001680	7.51	0.07464267467507384	대상
0	005440	14.4	0.0881083075874332	현대지에프홀딩스
0	183300	26.0	0.1301765597190937	코미코
0	383310	34.05	0.050136601248197465	에코프로에이치엔
0	089590	27.28	0.06553853595907322	제주항공
0	025320	12.21	0.032451214560457686	시노펙스
0	020560	-3.53	0.038956768646139485	아시아나항공
0	090460	17.46	0.11281320115964705	비에이치
0	222800	3.77	0.023994553236415334	심텍
0	003570	9.29	0.06844623616693243	SNT다이내믹스
0	393890	1.29	0.008015744874593323	더블유씨피
0	348950	2.67	0.019058157546188555	제이알글로벌리츠
0	000370	7.76	0.031270291720875275	한화손해보험
0	093370	-3.21	-0.005777636799607273	후성
0	001430	6.09	0.07770774682731778	세아베스틸지주
0	009520	4.23	0.006263755642373683	포스코엠텍
0	268280	4.95	0.02892030848329049	미원에스씨
0	105630	17.22	0.141139489194499	한세실업
0	032350	-39.04	0.02435514973351374	롯데관광개발
0	071970	8.99	0.03841320089330374	HD현대마린엔진
0	114090	13.61	0.07636522092661152	GKL
0	003030	9.22	0.10089464203626129	세아제강지주
0	006110	1.73	0.004621015893862561	삼아알미늄
0	006650	0.16	-0.007384557861282483	대한유화
0	010780	7.91	0.0802141053840838	아이에스동서
0	170900	1.39	0.006463359292211971	동아에스티
0	036540	4.61	0.022263992813126396	SFA반도체
0	007390	-19.7	-0.016040295714531323	네이처셀
0	181710	1.94	0.05030393076032826	NHN
0	381970	11.8	0.06136519503013479	케이카
0	440110	-50.2	-0.08235651387181639	파두
0	122870	2.27	-0.00688025909804807	와이지엔터테인먼트
0	006120	6.63	0.03807791016324787	SK디스커버리
0	344820	5.58	0.06871626799778517	KCC글라스
0	365340	-9.83	-0.028583746805170798	성일하이텍
0	064960	9.91	0.11785507923554427	SNT모티브
0	005180	14.7	0.14966353942034086	빙그레
0	199800	-84.21	-0.02412671179725661	툴젠
0	001060	24.79	0.09324511737617254	JW중외제약
0	003240	-0.46	-0.07351641435152827	태광산업
0	012630	4.52	0.04493575661662629	HDC
0	069080	10.76	0.08823982482084393	웹젠
0	017960	6.22	0.04637877044910385	한국카본
0	161000	4.52	0.03798104712062608	애경케미칼
0	049770	13.02	0.1014615674434029	동원F&B
0	192650	12.06	0.07117990684619503	드림텍
0	000070	9.11	0.032435930142039264	삼양홀딩스
0	041190	26.51	0.22199463404783196	우리기술투자
0	009900	22.73	0.1641183352338779	명신산업
0	006380	-3002.99	-0.15839281417916432	카프로
0	030190	17.7	0.11557537091349271	NICE평가정보
0	003380	1.34	0.06489665104828984	하림지주
0	005880	15.07	0.11671117947579895	대한해운
0	403550	-12.31	0.0009333757857530715	쏘카
0	189300	3.9	0.00992444233113844	인텔리안테크
0	340570	31.1	0.08584832344033606	티앤엘
0	399720	15.54	0.010600631797655139	가온칩스
0	003470	4.08	0.008967338397413684	유안타증권
0	036810	-5.61	-0.014296500011615906	에프에스티
0	000670	-1.58	-0.09066115367118939	영풍
0	278280	-18.5	-0.02654867256637168	천보
0	025900	2.3	0.015088140133205325	동화기업
0	101490	13.4	0.05123656750640537	에스앤에스텍
0	030610	3.93	0.005119827937891511	교보증권
0	015750	13.63	0.08761092150170649	성우하이텍
0	131970	13.34	0.07233726328067908	두산테스나
0	057050	9.91	0.09290670778720124	현대홈쇼핑
0	016380	7.96	0.21202238053637118	KG스틸
0	293940	1.48	0.017040192628264495	신한알파리츠
0	046890	0.59	0.011316657897802788	서울반도체
0	008730	-5.96	-0.0175449996750926	율촌화학
0	058610	7.17	0.026645131188322617	에스피지
0	272290	15.59	0.10592129801830175	이녹스첨단소재
0	215200	17.0	0.1104494362771125	메가스터디교육
0	418550	18.0	0.01968740663862633	제이오
0	014830	9.59	0.13383297644539616	유니드
0	058970	19.36	0.0118900204129249	엠로
0	237880	17.66	0.07198252930576937	클리오
0	053800	13.34	0.04162283655847252	안랩
0	131290	8.1	0.04647110254280185	티에스이
0	007700	5.84	0.43820226193124495	F&F홀딩스
0	091810	44.55	0.08629931333855502	티웨이항공
0	060370	9.89	0.026820728205291994	LS마린솔루션
0	144510	-0.03	0.006256008056517693	지씨셀
0	383800	9.32	0.31934954883892486	LX홀딩스
0	003280	23.02	0.04327606877376555	흥아해운
0	002030	9.06	0.13229609671483036	아세아
0	272450	112.52	0.14146248293832017	진에어
0	003960	17.38	0.1216036470310122	사조대림
0	348210	27.58	0.09223108105282339	넥스틴
0	338220	-144.33	-0.0063804832277738685	뷰노
0	071320	7.84	0.04283795106379629	지역난방공사
0	017940	10.35	0.030069147692845362	E1
0	145990	7.58	0.05792892724479839	삼양사
0	420770	20.87	0.06678395200714397	기가비스
0	377740	1.14	0.007627765064836003	바이오노트
0	336570	30.31	0.07890709769890503	원텍
0	195870	13.87	0.14074550128534705	해성디에스
0	251970	13.2	0.07928415723226215	펌텍코리아
0	016800	13.33	0.06392445291927722	퍼시스
0	078340	2.12	0.006406401441646983	컴투스
0	194480	33.81	0.09739078999076742	데브시스터즈
0	376300	16.86	0.05659732900185663	디어유
0	241590	8.58	0.05661837207309254	화승엔터프라이즈
0	335890	44.89	0.04514957416156684	비올
0	077970	12.29	0.05037863633772503	STX엔진
0	284740	14.85	0.20059221077880654	쿠쿠홈시스
0	031430	6.53	0.06218954076876098	신세계인터내셔날
0	091120	-4.67	-0.0229124825557148	이엠텍
0	002240	4.36	0.05054540557525699	고려제강
0	080220	11.21	0.03525436619383563	제주반도체
0	249420	-43.75	-0.06062597068337267	일동제약
0	001200	3.09	0.0035387693672374854	유진투자증권
0	358570	-66.32	-0.11183041121657765	지아이이노베이션
0	007460	-30.65	-0.18034873228981027	에이프로젠
0	290690	-12.66	0.001299141994661046	소룩스
0	003520	-4.32	0.006022685572032101	영진약품
0	033240	11.33	0.09905262622965223	자화전자
0	099190	2.42	0.014504031239066874	아이센스
0	005610	15.51	0.07943440117867062	SPC삼립
0	030520	12.66	0.07582128024155409	한글과컴퓨터
0	082920	17.27	0.09816791517456656	비츠로셀
0	018250	13.17	0.12901520723044657	애경산업
0	014620	9.37	0.10480897849988581	성광벤드
0	095660	7.42	0.055381742531841464	네오위즈
0	025980	17.47	0.20603116018353226	아난티
0	397030	-22.27	-0.029978849250685374	에이프릴바이오
0	079370	13.16	0.07619916854007261	제우스
0	323280	-4.48	-0.001502131062609016	태성
0	003160	4.91	0.01689641092071359	디아이
0	183190	12.29	0.12826581973987175	아세아시멘트
0	101360	-11.35	0.008257774694875224	에코앤드림
0	228760	-5.43	-0.021669656623077353	지노믹트리
0	220100	-10.02	-0.018814228753248254	퓨쳐켐
0	017810	12.65	0.038133872189368076	풀무원
0	314930	-2.27	-0.0047206613817438806	바이오다인
0	091700	9.52	0.10020904023330335	파트론
0	200130	7.61	0.05506912362780701	콜마비앤에이치
0	084850	1.5	0.010285899283345227	아이티엠반도체
0	003300	7.12	0.14783159793989786	한일홀딩스
0	432320	11.49	0.05484955808769009	KB스타리츠
0	253590	10.02	0.02274572728137988	네오셈
0	130660	15.53	0.04955665850887826	한전산업
0	206640	17.02	0.08257482722727917	바디텍메드
0	126560	-0.25	0.005482974076992032	현대퓨처넷
0	002960	31.27	0.08643236616264814	한국쉘석유
0	215000	16.86	0.16479394986171003	골프존
0	290650	39.5	0.014685283410235585	엘앤씨바이오
0	093050	5.51	0.04329696589345628	LF
0	114840	41.62	0.0983702068837235	아이패밀리에스씨
0	215600	-29.9	-0.0696371908893369	신라젠
0	032190	5.49	0.013734453119328935	다우데이타
0	099320	3.53	0.00458716606348491	쎄트렉아이
0	049070	5.03	0.036816924572026614	인탑스
0	256840	13.06	0.013908187787238848	한국비엔씨
0	453340	11.82	0.15476298299017013	현대그린푸드
0	286940	10.32	0.06977237661258708	롯데이노베이트
0	006730	5.09	0.027017302635248687	서부T&D
0	005090	10.79	0.07332437998784395	SGC에너지
0	039440	13.64	0.06981319469379713	에스티아이
0	206650	-11.77	0.017601587160259367	유바이오로직스
0	900140	-10.26	0.012650360648106013	엘브이엠씨홀딩스
0	101160	25.3	0.13750807568164378	월덱스
0	001820	10.9	0.06481963022662104	삼화콘덴서
0	001340	3.65	0.029744799701543704	백광산업
0	082270	-22.43	-0.0192195687323405	젬백스
0	005690	4.56	0.003367749924154386	파미셀
0	357120	2.61	0.020142633257119576	코람코라이프인프라리츠
0	075580	12.5	0.0588456391858913	세진중공업
0	200880	19.68	0.10599480022774116	서연이화
0	108860	-2.74	0.009923053977178187	셀바스AI
0	179900	-91.71	-0.041231598306281286	유티아이
0	372170	16.4	0.04540408695036854	윤성에프앤씨
0	034950	18.64	0.06361335702971976	한국기업평가
0	034310	0.51	0.038138575649624286	NICE
0	058650	3.89	0.0656896100497252	세아홀딩스
0	020000	5.06	0.11924562450910002	한섬
0	200670	19.16	0.12117844198796293	휴메딕스
0	068240	1.83	0.024260927913869433	다원시스
0	102710	-4.73	0.03680656140288134	이엔에프테크놀로지
0	005810	8.45	0.13440320664641697	풍산홀딩스
0	023160	9.52	0.121420933824403	태광
0	029530	5.65	0.06020369312773654	신도리코
0	032500	-31.45	-0.13559546814507836	케이엠더블유
0	176750	20.31	0.013383711644144784	듀켐바이오
0	161580	-6.15	0.017253649213813185	필옵틱스
0	171090	-0.7	0.027633895623580474	선익시스템
0	108670	9.3	0.06008057278474701	LX하우시스
0	115390	-7.27	-0.04629875873686103	락앤락
0	033270	13.47	0.11982988513760828	유나이티드제약
0	033500	15.65	0.08603112757188959	동성화인텍
0	448730	0.46	0.008998571476778062	삼성FN리츠
0	029960	19.79	0.08802456499488229	코엔텍
0	107640	-83.21	-0.031018081832050032	한중엔시에스
0	123890	5.3	0.09922525961766941	한국자산신탁
0	059090	-25.04	0.025647351302005413	미코
0	089010	-5.73	0.08222366271434961	켐트로닉스
0	095610	0.52	-0.015394464630617386	테스
0	026890	11.38	0.08745434869787344	스틱인베스트먼트
0	439090	21.02	0.07145395688998124	마녀공장
0	036530	8.5	0.161634038864408	SNT홀딩스
0	252990	-1.22	-0.007650391259475471	샘씨엔에스
0	004690	5.27	0.04260177163852835	삼천리
0	011930	9.86	0.04566651966888307	신성이엔지
0	104830	11.3	0.15938327657964432	원익머트리얼즈
0	043150	13.52	0.12045861342727997	바텍
0	032820	5.06	0.018619478239144827	우리기술
0	002310	9.8	0.17009748041942077	아세아제지
0	095500	-0.54	0.019666502061393937	미래나노텍
0	097520	12.44	0.07028265596625988	엠씨넥스
0	003000	-12.8	-0.0707467759892385	부광약품
0	004700	2.23	0.016044770512666073	조광피혁
0	334970	-16.54	-0.0417599399805735	프레스티지바이오로직스
0	243070	16.61	0.10059169471857678	휴온스
0	007160	3.69	-0.028025328330206378	사조산업
0	138580	21.39	0.05849331569656536	비즈니스온
0	013030	11.85	0.14407855193580746	하이록코리아
0	093230	-49.27	-0.012623432286796889	이아이디
0	089980	2.94	0.017777545787109352	상아프론테크
0	451800	0.94	0.018756312220458808	한화리츠
0	038500	4.85	0.07607429205191964	삼표시멘트
0	060980	8.91	0.0889024760810862	HL홀딩스
0	104700	8.26	0.20284118191293754	한국철강
0	319400	2.67	0.009648584775589863	현대무벡스
0	013890	0.85	0.024271757740800703	지누스
0	323990	-19.24	-0.03403534034408071	박셀바이오
0	003920	-9.48	-0.15892527877776802	남양유업
0	060280	-5.33	0.003304417080399712	큐렉소
0	099430	18.86	0.0818144650096287	바이오플러스
0	094170	64.09	0.06972078519937172	동운아나텍
0	360070	13.95	0.036029450159260616	탑머티리얼
0	003220	10.92	0.07904375942062417	대원제약
0	230360	18.09	0.12557338463830567	에코마케팅
0	394280	-2.2	-0.0005618621459987549	오픈엣지테크놀로지
0	297890	40.57	0.019209305982181846	HB솔루션
0	088260	4.19	0.022710974052935318	이리츠코크렙
0	093320	9.3	0.056018554917839455	케이아이엔엑스
0	031330	8.92	0.09199028548196418	에스에이엠티
0	027410	3.45	0.1224083561593531	BGF
0	166480	-15.31	-0.013278124661407821	코아스템켐온
0	122640	-36.27	-0.0009400713890212822	예스티
0	306200	20.68	0.2707228475140428	세아제강
0	126720	10.21	0.11597947671538729	수산인더스트리
0	025860	2.34	0.018628570356409697	남해화학
0	003350	14.58	0.024678981295525867	한국화장품제조
0	119610	7.52	0.044258660186360405	인터로조
0	110990	7.23	0.05339498371168981	디아이티
