	Unnamed: 0	Code	ROE	PM	ROE_Rank	PM_Rank	Total_Rank
1728	0	263700	-31.96	-0.0814967868486667	2264.0	2246.0	4510.0
1566	0	222160	-30.94	-0.0861761161993606	2251.0	2259.0	4510.0
868	0	16790	-565.5	-0.0258743458965357	2546.0	1964.0	4510.0
635	0	205470	-17.48	-0.1637595952887864	2105.0	2405.0	4510.0
1848	0	99520	-22.96	-0.1144578827247885	2185.0	2327.0	4512.0
2117	0	286750	-63.32	-0.0511214324601629	2408.0	2107.0	4515.0
1844	0	303030	-30.88	-0.0895499318927993	2247.0	2269.0	4516.0
884	0	299660	-36.9	-0.0736361691205517	2299.0	2218.0	4517.0
851	0	226950	-33.0	-0.0808436164636692	2273.0	2244.0	4517.0
762	0	371950	-31.78	-0.0844558114853733	2263.0	2257.0	4520.0
977	0	365590	-55.8	-0.0555733275323395	2389.0	2132.0	4521.0
600	0	95700	-23.49	-0.1159620853518101	2189.0	2333.0	4522.0
1936	0	239340	-25.73	-0.1105328145184495	2209.0	2313.0	4522.0
2193	0	11090	-47.3	-0.063179609521131	2353.0	2171.0	4524.0
484	0	179900	-91.71	-0.0412315983062812	2473.0	2053.0	4526.0
1561	0	363250	-25.3	-0.1122819956410947	2206.0	2321.0	4527.0
1011	0	78940	-63.99	-0.0528976000499917	2411.0	2118.0	4529.0
1522	0	23440	-38.79	-0.0749557292723984	2311.0	2222.0	4533.0
1654	0	234920	-28.37	-0.1018143909609417	2234.0	2299.0	4533.0
2538	0	446600	-122.37	-0.0383175528878023	2497.0	2036.0	4533.0
2448	0	224760	-14.43	-0.2354767757795316	2064.0	2470.0	4534.0
2211	0	43710	-11.56	-0.378090626205794	2018.0	2516.0	4534.0
2349	0	23790	-81.34	-0.0477350568948357	2453.0	2083.0	4536.0
1466	0	294630	-118.97	-0.0393067954982814	2493.0	2043.0	4536.0
2063	0	372800	-32.8	-0.089165599465898	2272.0	2267.0	4539.0
1386	0	145210	-53.73	-0.061430785828895	2377.0	2162.0	4539.0
1821	0	114450	-36.93	-0.0801393728222996	2300.0	2240.0	4540.0
1521	0	203690	-108.98	-0.0405941117395211	2490.0	2051.0	4541.0
1880	0	373200	-87.59	-0.0452767668413909	2469.0	2073.0	4542.0
2026	0	276040	-21.75	-0.1417804745508696	2171.0	2374.0	4545.0
1345	0	300080	-82.98	-0.0477381388977656	2462.0	2084.0	4546.0
699	0	96040	-35.53	-0.0866074839236801	2287.0	2260.0	4547.0
1519	0	369370	-31.02	-0.0982106564018343	2254.0	2294.0	4548.0
2369	0	258790	-41.44	-0.0760425225106339	2329.0	2224.0	4553.0
1914	0	7610	-54.71	-0.0629370629370629	2384.0	2170.0	4554.0
2143	0	198940	-40.49	-0.0783565984829056	2324.0	2231.0	4555.0
2549	0	215570	-43.78	-0.0725165528096357	2341.0	2214.0	4555.0
1155	0	388870	-38.5	-0.0821428850272877	2309.0	2249.0	4558.0
2319	0	54090	-27.89	-0.1147139679304197	2229.0	2330.0	4559.0
747	0	86980	-25.24	-0.1268057838134343	2205.0	2356.0	4561.0
2273	0	317860	-39.44	-0.0811020872523288	2317.0	2245.0	4562.0
1371	0	198440	-15.72	-0.2409255125550206	2088.0	2474.0	4562.0
2301	0	121850	-25.98	-0.1262187031490027	2211.0	2355.0	4566.0
1915	0	49120	-35.74	-0.0919867998942151	2289.0	2278.0	4567.0
1153	0	18000	-41.43	-0.0801965883520249	2328.0	2241.0	4569.0
1001	0	289220	-22.94	-0.1523028186174965	2184.0	2385.0	4569.0
2197	0	429270	-27.13	-0.1242899361978327	2219.0	2351.0	4570.0
1944	0	279600	-40.04	-0.0823696985191326	2320.0	2251.0	4571.0
2308	0	60900	-17.04	-0.2365578001386228	2102.0	2471.0	4573.0
2280	0	133820	-24.73	-0.1427963730067429	2198.0	2376.0	4574.0
2234	0	137940	-17.89	-0.2306250871814814	2111.0	2465.0	4576.0
1268	0	419530	-38.3	-0.0897850769719982	2308.0	2270.0	4578.0
991	0	217330	-53.45	-0.0712000545947537	2374.0	2207.0	4581.0
2153	0	117670	-54.02	-0.0706968767887256	2379.0	2204.0	4583.0
1911	0	20760	-54.83	-0.0697534303429165	2385.0	2200.0	4585.0
689	0	33640	-49.65	-0.0762228685243936	2361.0	2225.0	4586.0
2107	0	258610	-129.12	-0.048499070603492	2499.0	2089.0	4588.0
1647	0	106080	-81.98	-0.0559349304418904	2457.0	2134.0	4591.0
869	0	83790	-29.33	-0.1254810003491539	2239.0	2353.0	4592.0
2098	0	93510	-94.65	-0.0522676702059346	2478.0	2114.0	4592.0
960	0	321550	-27.32	-0.1432066008146395	2221.0	2377.0	4598.0
2291	0	44480	-68.02	-0.0651873099116313	2423.0	2178.0	4601.0
1855	0	245620	-94.13	-0.054784820233666	2476.0	2126.0	4602.0
1845	0	7680	-18.38	-0.260280874498472	2118.0	2484.0	4602.0
1365	0	226330	-36.36	-0.1075989341582001	2294.0	2309.0	4603.0
2299	0	123330	-32.11	-0.1172161172161172	2265.0	2338.0	4603.0
2358	0	25620	-16.66	-0.3294871629217112	2097.0	2509.0	4606.0
1599	0	10170	-32.45	-0.117246461791109	2267.0	2339.0	4606.0
1811	0	49080	-19.35	-0.2511597674745845	2130.0	2480.0	4610.0
343	0	440110	-50.2	-0.0823565138718163	2363.0	2250.0	4613.0
2353	0	119650	-91.69	-0.0573963297495309	2472.0	2143.0	4615.0
2324	0	365900	-27.33	-0.1599937105920663	2222.0	2399.0	4621.0
2215	0	51780	-18.75	-0.2940537136608986	2124.0	2497.0	4621.0
2521	0	227100	-120.7	-0.0549914265083003	2495.0	2128.0	4623.0
1890	0	196450	-31.0	-0.141012513233482	2252.0	2373.0	4625.0
496	0	32500	-31.45	-0.1355954681450783	2258.0	2369.0	4627.0
1756	0	32790	-50.71	-0.0887429247766372	2364.0	2266.0	4630.0
2226	0	351320	-27.57	-0.1642772351789842	2226.0	2407.0	4633.0
2092	0	208860	-71.17	-0.0712013712434749	2430.0	2208.0	4638.0
2550	0	413300	-63.19	-0.0785112179445239	2407.0	2232.0	4639.0
1132	0	40910	-26.35	-0.1852575802471595	2215.0	2429.0	4644.0
1007	0	1360	-27.54	-0.1787911643313693	2225.0	2420.0	4645.0
2470	0	212310	-28.72	-0.172707907012089	2235.0	2415.0	4650.0
1273	0	232530	-169.22	-0.0569353757605401	2510.0	2140.0	4650.0
1189	0	138080	-26.11	-0.197482585972869	2212.0	2439.0	4651.0
2249	0	299910	-286.64	-0.0527897099280853	2534.0	2117.0	4651.0
2278	0	123010	-24.24	-0.2279729283727568	2193.0	2463.0	4656.0
2510	0	250030	-83.75	-0.0681731177664389	2465.0	2193.0	4658.0
1593	0	308080	-22.19	-0.2625111714175747	2173.0	2487.0	4660.0
2054	0	424980	-26.32	-0.2049030369557263	2213.0	2447.0	4660.0
2040	0	2820	-82.02	-0.0703264750582266	2458.0	2203.0	4661.0
1899	0	217480	-19.57	-0.4439868894884548	2135.0	2527.0	4662.0
1671	0	52770	-47.93	-0.1073057668070096	2356.0	2306.0	4662.0
1985	0	43340	-36.42	-0.1345668629100084	2295.0	2368.0	4663.0
1449	0	7820	-31.37	-0.1665893975418493	2256.0	2408.0	4664.0
1903	0	83660	-54.53	-0.0932827222390104	2383.0	2282.0	4665.0
927	0	84990	-34.55	-0.1510146295422369	2281.0	2384.0	4665.0
2004	0	82660	-20.25	-0.4145915826427725	2145.0	2522.0	4667.0
2502	0	46070	-105.85	-0.0652362515814296	2488.0	2180.0	4668.0
427	0	7460	-30.65	-0.1803487322898102	2246.0	2422.0	4668.0
2094	0	18700	-31.01	-0.1749140159521582	2253.0	2417.0	4670.0
1195	0	180400	-99.67	-0.0680606653396899	2482.0	2191.0	4673.0
1545	0	383930	-42.66	-0.117159057460224	2336.0	2337.0	4673.0
1943	0	418250	-47.17	-0.1127240761816993	2352.0	2322.0	4674.0
2410	0	65570	-45.83	-0.1146724617993132	2345.0	2329.0	4674.0
1296	0	79980	-33.09	-0.1601323999731621	2274.0	2401.0	4675.0
984	0	432720	-68.32	-0.0829477435880838	2425.0	2253.0	4678.0
1748	0	192410	-26.98	-0.2240757534217685	2217.0	2461.0	4678.0
2430	0	286000	-291.11	-0.0581118105418242	2535.0	2146.0	4681.0
2392	0	215790	-20.47	-0.5494609642580585	2150.0	2534.0	4684.0
1157	0	195990	-19.61	-1.6523308191617796	2137.0	2549.0	4686.0
1418	0	175250	-42.49	-0.125132843396908	2335.0	2352.0	4687.0
2074	0	189330	-36.35	-0.1594622102294314	2293.0	2397.0	4690.0
2390	0	279060	-187.68	-0.0626938560021117	2522.0	2168.0	4690.0
1997	0	389030	-24.91	-0.2691794775221011	2200.0	2491.0	4691.0
2371	0	35290	-22.1	-0.4086994599328565	2172.0	2521.0	4693.0
2444	0	70590	-27.12	-0.2498242902491914	2218.0	2478.0	4696.0
1456	0	73570	-120.58	-0.0702386316192421	2494.0	2202.0	4696.0
2303	0	72520	-22.3	-0.4258129679249027	2175.0	2525.0	4700.0
2258	0	49470	-20.41	-2.51553341886147	2148.0	2552.0	4700.0
2049	0	58110	-27.49	-0.2499908501550347	2223.0	2479.0	4702.0
1627	0	11300	-158.55	-0.0685211536221423	2509.0	2194.0	4703.0
2484	0	54630	-37.97	-0.1599115102037208	2306.0	2398.0	4704.0
2220	0	58450	-39.27	-0.1566695646255533	2314.0	2391.0	4705.0
2418	0	219550	-45.56	-0.1333760460016407	2343.0	2364.0	4707.0
690	0	268600	-175.42	-0.0692965803127566	2514.0	2197.0	4711.0
2084	0	438700	-29.99	-0.2329282168829669	2244.0	2468.0	4712.0
2546	0	266870	-21.45	-1.2096469343010507	2167.0	2545.0	4712.0
1718	0	196300	-75.93	-0.0920241185600285	2439.0	2279.0	4718.0
2391	0	50120	-28.96	-0.2609182699611174	2236.0	2485.0	4721.0
810	0	97800	-54.2	-0.1207998301290633	2380.0	2343.0	4723.0
2119	0	143540	-36.84	-0.1839905054268911	2297.0	2427.0	4724.0
2446	0	62970	-66.67	-0.1057360838625306	2420.0	2305.0	4725.0
2034	0	32980	-30.91	-0.245871226062946	2250.0	2476.0	4726.0
721	0	52020	-56.63	-0.1166651133753815	2391.0	2335.0	4726.0
2428	0	250930	-37.39	-0.1829293643204589	2301.0	2426.0	4727.0
2452	0	322970	-45.57	-0.1552770919706216	2344.0	2390.0	4734.0
426	0	358570	-66.32	-0.1118304112165776	2419.0	2318.0	4737.0
1655	0	69920	-30.9	-0.2686115376991662	2248.0	2489.0	4737.0
2526	0	296520	-40.86	-0.1708362090761861	2325.0	2413.0	4738.0
2551	0	288490	-8077.66	-0.0657650137141975	2556.0	2183.0	4739.0
1853	0	290720	-56.59	-0.1239848867995345	2390.0	2350.0	4740.0
1660	0	389140	-39.65	-0.180775270830191	2318.0	2423.0	4741.0
2468	0	331660	-174.05	-0.0789286747875503	2513.0	2233.0	4746.0
1841	0	69540	-37.53	-0.2032547046112351	2304.0	2444.0	4748.0
803	0	317690	-74.33	-0.1092350905439424	2437.0	2311.0	4748.0
2387	0	251280	-74.51	-0.1097216088479505	2438.0	2312.0	4750.0
1339	0	185490	-32.48	-0.2596643526835975	2269.0	2483.0	4752.0
2297	0	30720	-33.44	-0.2486535538232406	2276.0	2477.0	4753.0
1325	0	294140	-63.7	-0.1215837057050815	2409.0	2346.0	4755.0
2536	0	136660	-69.93	-0.1158488360063017	2428.0	2332.0	4760.0
2476	0	79970	-41.73	-0.1870740890894917	2332.0	2430.0	4762.0
1694	0	377030	-41.51	-0.1943546339533658	2331.0	2437.0	4768.0
1594	0	900100	-62.89	-0.134547785442303	2406.0	2367.0	4773.0
1905	0	66910	-58.45	-0.1469258715364313	2393.0	2381.0	4774.0
2159	0	85810	-72.38	-0.1208169805312832	2431.0	2344.0	4775.0
2266	0	89230	-73.77	-0.1211792916865812	2434.0	2345.0	4779.0
1244	0	311690	-37.83	-0.2446818849652128	2305.0	2475.0	4780.0
727	0	235980	-68.44	-0.1256488366313826	2426.0	2354.0	4780.0
2284	0	159910	-41.5	-0.2150672783515232	2330.0	2452.0	4782.0
2427	0	79950	-40.05	-0.232602642102068	2321.0	2467.0	4788.0
2373	0	317530	-65.66	-0.1403293453882562	2418.0	2371.0	4789.0
2190	0	289010	-42.03	-0.2178395740675422	2334.0	2456.0	4790.0
794	0	67390	-446.04	-0.0816722297496544	2543.0	2247.0	4790.0
1020	0	396270	-77.22	-0.1238960790525264	2442.0	2349.0	4791.0
866	0	92190	-183.08	-0.0906606919035233	2520.0	2273.0	4793.0
1013	0	389470	-154.94	-0.09472774948773	2508.0	2286.0	4794.0
2116	0	47080	-64.3	-0.1471924956283828	2412.0	2383.0	4795.0
1524	0	49180	-97.63	-0.1112315884575298	2480.0	2316.0	4796.0
1875	0	25560	-39.27	-0.261567133895319	2314.0	2486.0	4800.0
2265	0	179720	-331.2	-0.0870291721785142	2539.0	2262.0	4801.0
2279	0	300	-46.38	-0.2175417510207467	2349.0	2455.0	4804.0
2189	0	60240	-37.49	-0.3054768646595768	2303.0	2502.0	4805.0
737	0	208340	-68.87	-0.1457200778723279	2427.0	2379.0	4806.0
1450	0	217730	-45.08	-0.2321773346041987	2342.0	2466.0	4808.0
1358	0	263050	-37.41	-0.3219328763470946	2302.0	2508.0	4810.0
2398	0	217620	-324.79	-0.0906322409968084	2538.0	2272.0	4810.0
2555	0	258250	-53.64	-0.1938382349442759	2376.0	2435.0	4811.0
1152	0	74610	-81.19	-0.1316785254473433	2452.0	2361.0	4813.0
1632	0	205500	-40.09	-0.2883877572062759	2322.0	2494.0	4816.0
1994	0	417860	-130.18	-0.1118133719153727	2500.0	2317.0	4817.0
2331	0	1210	-73.41	-0.1536205593167197	2432.0	2387.0	4819.0
2179	0	343090	-2370.65	-0.0894946238590678	2554.0	2268.0	4822.0
2317	0	83640	-33.15	-1.330631128579909	2275.0	2548.0	4823.0
2268	0	12340	-51.13	-0.221305552029952	2365.0	2458.0	4823.0
1248	0	230	-234.71	-0.0981225071829126	2532.0	2292.0	4824.0
2064	0	208640	-40.9	-0.2979474215909461	2326.0	2498.0	4824.0
2419	0	19660	-35.33	-0.6875281027111984	2286.0	2539.0	4825.0
1407	0	36710	-54.51	-0.2147785441127592	2382.0	2451.0	4833.0
2474	0	253610	-701.2	-0.0941798238734551	2550.0	2283.0	4833.0
2531	0	323230	-80.96	-0.1470544895343911	2451.0	2382.0	4833.0
2205	0	217880	-406.8	-0.0981878114638166	2542.0	2293.0	4835.0
673	0	11000	-53.09	-0.2277548775895176	2373.0	2462.0	4835.0
2292	0	92600	-39.39	-0.4037356106705806	2316.0	2520.0	4836.0
2361	0	54220	-43.48	-0.3036718633048908	2338.0	2500.0	4838.0
1064	0	115180	-54.44	-0.2212123581428078	2381.0	2457.0	4838.0
2170	0	40	-59.28	-0.2011320430514261	2397.0	2442.0	4839.0
1270	0	384470	-202.85	-0.1107390363621564	2527.0	2314.0	4841.0
1239	0	284620	-80.48	-0.1571023004358934	2450.0	2392.0	4842.0
2554	0	308700	-203.15	-0.1119737234995521	2528.0	2319.0	4847.0
1374	0	34300	-79.12	-0.1601186822181297	2447.0	2400.0	4847.0
1543	0	376930	-60.02	-0.2120161677471919	2400.0	2449.0	4849.0
1952	0	291650	-60.85	-0.2037101971981499	2403.0	2446.0	4849.0
739	0	294090	-82.07	-0.1578114484034868	2459.0	2393.0	4852.0
1500	0	263540	-668.28	-0.1053260530390503	2548.0	2304.0	4852.0
1571	0	307180	-173.51	-0.1201765400569636	2512.0	2342.0	4854.0
2229	0	357880	-68.27	-0.1876360537739536	2424.0	2431.0	4855.0
1525	0	241820	-60.61	-0.2164180862987416	2402.0	2453.0	4855.0
2254	0	54180	-51.61	-0.2888161012331205	2367.0	2495.0	4862.0
2388	0	214310	-82.12	-0.1628075480835442	2460.0	2402.0	4862.0
2122	0	340810	-77.96	-0.1755786570884328	2444.0	2419.0	4863.0
1544	0	123840	-58.94	-0.2376040819023533	2396.0	2472.0	4868.0
2323	0	336040	-145.38	-0.1323363991265797	2506.0	2363.0	4869.0
940	0	101670	-65.4	-0.217269232233954	2416.0	2454.0	4870.0
1220	0	214610	-94.28	-0.1585469709499043	2477.0	2395.0	4872.0
2481	0	86460	-58.7	-0.2514918413572973	2394.0	2481.0	4875.0
2044	0	36180	-52.02	-0.3561939714606486	2369.0	2512.0	4881.0
1547	0	222810	-96.38	-0.1632423385329219	2479.0	2403.0	4882.0
1938	0	378800	-51.39	-0.379758907755842	2366.0	2517.0	4883.0
2431	0	69140	-77.58	-0.2033311964822579	2443.0	2445.0	4888.0
1851	0	89530	-46.23	-1.0289440628591282	2348.0	2543.0	4891.0
2011	0	60230	-43.66	-5.27551819202886	2339.0	2554.0	4893.0
976	0	1470	-73.88	-0.2214413403899836	2435.0	2459.0	4894.0
2172	0	354200	-61.4	-0.2688946123753729	2405.0	2490.0	4895.0
1813	0	347700	-121.47	-0.1635601594711554	2496.0	2404.0	4900.0
1121	0	950220	-54.9	-0.3734705616430996	2386.0	2515.0	4901.0
1669	0	314130	-59.43	-0.3132995962927162	2398.0	2504.0	4902.0
2389	0	446440	-88.46	-0.1891416259600993	2470.0	2433.0	4903.0
1823	0	276730	-52.4	-1.1619309179254251	2370.0	2544.0	4914.0
1810	0	229500	-1881.72	-0.1335188903553143	2552.0	2365.0	4917.0
816	0	203400	-232.94	-0.1548657022442167	2531.0	2389.0	4920.0
2401	0	43090	-53.53	-1.2175293849041546	2375.0	2546.0	4921.0
2539	0	258050	-80.39	-0.2401758086919625	2449.0	2473.0	4922.0
2290	0	227420	-177.73	-0.1706208037946066	2516.0	2412.0	4928.0
1341	0	41590	-70.27	-0.3187639586564254	2429.0	2505.0	4934.0
1550	0	304840	-137.93	-0.1938687972507363	2503.0	2436.0	4939.0
1063	0	260870	-64.96	-0.5059085307894781	2414.0	2532.0	4946.0
362	0	6380	-3002.99	-0.1583928141791643	2555.0	2394.0	4949.0
2359	0	19490	-136.62	-0.2099272964519487	2502.0	2448.0	4950.0
843	0	363280	-76.5	-0.3717129446687471	2440.0	2514.0	4954.0
2437	0	65420	-67.57	-0.5898265347595065	2422.0	2536.0	4958.0
2450	0	199150	-1906.17	-0.1641590533717934	2553.0	2406.0	4959.0
1560	0	321370	-130.31	-0.2228664714108747	2501.0	2460.0	4961.0
2013	0	229000	-190.21	-0.1973839576188445	2523.0	2438.0	4961.0
1734	0	214870	-1464.69	-0.1705146555479494	2551.0	2411.0	4962.0
2508	0	346010	-186.88	-0.2026205592327434	2521.0	2443.0	4964.0
2432	0	238500	-92.01	-0.2720946279813409	2474.0	2492.0	4966.0
2263	0	30350	-65.33	-2.154894811159115	2415.0	2551.0	4966.0
1752	0	219750	-516.11	-0.182052324232097	2545.0	2425.0	4970.0
2274	0	313760	-82.18	-0.3896777236288107	2461.0	2518.0	4979.0
2459	0	390110	-98.62	-0.3040199801930983	2481.0	2501.0	4982.0
1803	0	12170	-88.87	-0.3378737610713353	2471.0	2511.0	4982.0
2322	0	43100	-78.93	-0.6609051982584351	2446.0	2538.0	4984.0
1918	0	347860	-124.43	-0.2651113467656416	2498.0	2488.0	4986.0
2338	0	177350	-83.47	-0.4412695196077268	2464.0	2526.0	4990.0
2281	0	341170	-396.95	-0.2125479540235159	2541.0	2450.0	4991.0
2055	0	88800	-172.22	-0.2544590746567567	2511.0	2482.0	4993.0
2028	0	298060	-106.53	-0.3190125335116531	2489.0	2506.0	4995.0
2236	0	1140	-86.44	-0.4714610226418182	2467.0	2529.0	4996.0
2407	0	230980	-105.34	-0.3357532428547093	2487.0	2510.0	4997.0
2544	0	266470	-80.09	-1.7778496100852563	2448.0	2550.0	4998.0
2339	0	377460	-86.76	-0.4811146340502202	2468.0	2530.0	4998.0
2212	0	196490	-81.92	-0.9139448618502511	2456.0	2542.0	4998.0
2473	0	149300	-78.91	-5.341100944202427	2445.0	2555.0	5000.0
2065	0	352770	-92.29	-0.507034740672246	2475.0	2533.0	5008.0
1087	0	288330	-118.94	-0.3985043922501476	2492.0	2519.0	5011.0
1955	0	96610	-194.16	-0.2939702621042255	2524.0	2496.0	5020.0
1892	0	405000	-215.41	-0.3198905539502795	2529.0	2507.0	5036.0
2397	0	71460	-148.29	-0.5921897862294061	2507.0	2537.0	5044.0
2520	0	447690	-265.74	-0.3655430955001645	2533.0	2513.0	5046.0
1978	0	10600	-178.39	-0.5877344261004357	2517.0	2535.0	5052.0
2230	0	348080	-231.23	-0.4249069799568413	2530.0	2524.0	5054.0
2355	0	244460	-199.91	-0.879728185823251	2526.0	2541.0	5067.0
2532	0	419700	-591.97	-0.4236508034307242	2547.0	2523.0	5070.0
778	0	57880	-178.72	-7.149936287696458	2518.0	2556.0	5074.0
