	Unnamed: 0	Code	ROE	PM	ROE_Rank	PM_Rank	Total_Rank
1767	0	6740	-4.22	-0.0254528978344776	1833.0	1959.0	3792.0
2357	0	225430	-3.68	-0.0296563558976233	1808.0	1985.0	3793.0
1732	0	353590	-3.78	-0.0295374103961557	1811.0	1984.0	3795.0
1131	0	38540	-8.94	-0.0107990688725689	1966.0	1829.0	3795.0
902	0	90710	-6.43	-0.0182716412203609	1903.0	1894.0	3797.0
89	0	348370	-18.04	0.0007871668709802	2114.0	1683.0	3797.0
1637	0	43220	0.08	-0.0616674888998519	1636.0	2163.0	3799.0
445	0	228760	-5.43	-0.0216696566230773	1874.0	1927.0	3801.0
1196	0	63170	-6.62	-0.0181958171455545	1909.0	1893.0	3802.0
589	0	322000	-4.12	-0.0276970577551761	1829.0	1973.0	3802.0
1040	0	65650	-5.77	-0.0198969296190806	1883.0	1921.0	3804.0
756	0	64290	-7.87	-0.014849806358525	1943.0	1864.0	3807.0
1448	0	340360	-10.34	-0.008513604171893	1999.0	1809.0	3808.0
1162	0	40300	-1.68	-0.0478789126853377	1724.0	2085.0	3809.0
613	0	41960	-6.8	-0.018669642746014	1912.0	1898.0	3810.0
1804	0	53350	-0.26	-0.0605928927999196	1657.0	2154.0	3811.0
1563	0	36010	-2.06	-0.0448512099281874	1742.0	2070.0	3812.0
1302	0	14470	-15.21	-0.0013633071125749	2078.0	1734.0	3812.0
1886	0	14990	-4.27	-0.0287513888385	1834.0	1980.0	3814.0
2002	0	52300	-12.28	-0.0070884882929869	2027.0	1790.0	3817.0
1129	0	47820	-15.17	-0.0022564602456833	2077.0	1741.0	3818.0
2403	0	308100	-7.68	-0.017065756492987	1938.0	1884.0	3822.0
1401	0	54780	-9.16	-0.0135642020812911	1971.0	1852.0	3823.0
1027	0	317870	-16.08	-0.0012019042971684	2092.0	1731.0	3823.0
2472	0	140910	-3.64	-0.0360844173292768	1806.0	2017.0	3823.0
1223	0	12800	-8.31	-0.0159618561754203	1950.0	1873.0	3823.0
1047	0	46210	-10.11	-0.012056878323491	1991.0	1838.0	3829.0
2202	0	83470	-2.95	-0.0402240915079516	1788.0	2050.0	3838.0
2095	0	48470	-3.06	-0.0397022332506203	1792.0	2047.0	3839.0
1209	0	2720	-10.58	-0.0112675802420726	2005.0	1834.0	3839.0
1815	0	25750	-9.72	-0.0141624690120119	1984.0	1856.0	3840.0
2333	0	154030	-10.42	-0.0121551596403968	2001.0	1840.0	3841.0
1251	0	257370	-12.39	-0.0085572160357872	2031.0	1810.0	3841.0
77	0	9830	-12.19	-0.0092090391842965	2026.0	1816.0	3842.0
2289	0	68940	-20.96	0.0	2163.0	1688.0	3851.0
776	0	48530	-9.56	-0.0163090318380471	1978.0	1876.0	3854.0
2194	0	104040	-4.06	-0.0377623639360663	1824.0	2032.0	3856.0
1122	0	104480	-0.94	-0.0627085063961549	1689.0	2169.0	3858.0
62	0	34220	-15.11	-0.0066195595074494	2074.0	1785.0	3859.0
1808	0	100220	-6.53	-0.0246592264961858	1907.0	1955.0	3862.0
2137	0	197140	-7.6	-0.0223305502024264	1934.0	1932.0	3866.0
746	0	3120	-5.04	-0.0319323035165449	1866.0	2000.0	3866.0
1755	0	171010	-5.73	-0.0301563061661202	1881.0	1988.0	3869.0
2147	0	5030	-24.58	0.0018417178166188	2197.0	1673.0	3870.0
1287	0	39860	-6.61	-0.0266734174661417	1908.0	1967.0	3875.0
1077	0	65450	-7.18	-0.0245859209181274	1924.0	1953.0	3877.0
2384	0	10420	-8.79	-0.0196967249303449	1962.0	1916.0	3878.0
1716	0	46120	-4.01	-0.0428132102450219	1821.0	2063.0	3884.0
2132	0	1810	-2.86	-0.0510069163561894	1778.0	2106.0	3884.0
352	0	3240	-0.46	-0.0735164143515282	1669.0	2217.0	3886.0
2365	0	43200	-3.82	-0.0452959878244384	1813.0	2074.0	3887.0
1230	0	11700	-2.15	-0.0564966387246323	1750.0	2139.0	3889.0
73	0	11790	-11.73	-0.0152787613661469	2022.0	1867.0	3889.0
2058	0	348030	-6.4	-0.0302502787059011	1901.0	1989.0	3890.0
446	0	220100	-10.02	-0.0188142287532482	1989.0	1901.0	3890.0
1119	0	119830	-5.21	-0.0367283563621828	1869.0	2022.0	3891.0
2433	0	69330	-15.58	-0.0082862854159636	2085.0	1806.0	3891.0
2136	0	222420	-14.26	-0.0116631973955868	2058.0	1835.0	3893.0
2372	0	130740	-3.13	-0.0495623730959862	1794.0	2100.0	3894.0
1768	0	73640	-3.64	-0.0487370842897289	1806.0	2090.0	3896.0
1493	0	250060	-1.68	-0.0634544309082042	1724.0	2173.0	3897.0
1800	0	52670	-4.51	-0.0413322884530812	1844.0	2054.0	3898.0
1923	0	69640	-10.17	-0.0191587863195336	1993.0	1906.0	3899.0
1927	0	13810	-3.71	-0.0489586144473288	1809.0	2093.0	3902.0
1862	0	66900	-4.1	-0.0472453056514311	1825.0	2080.0	3905.0
2271	0	2690	-2.03	-0.0621300317291644	1741.0	2165.0	3906.0
2264	0	24070	-0.43	-0.0807913540993115	1667.0	2243.0	3910.0
1786	0	87600	-0.51	-0.079794813337133	1672.0	2238.0	3910.0
1729	0	239610	-1.33	-0.0715073381743294	1705.0	2210.0	3915.0
1225	0	72770	-13.85	-0.0145704891567876	2055.0	1861.0	3916.0
1039	0	32860	-8.55	-0.0254566560427555	1957.0	1960.0	3917.0
2047	0	153460	-4.49	-0.0470251024475446	1843.0	2078.0	3921.0
1774	0	33320	-2.53	-0.0625585998134189	1764.0	2167.0	3931.0
552	0	166480	-15.31	-0.0132781246614078	2082.0	1850.0	3932.0
1751	0	890	-4.38	-0.0491231517414157	1838.0	2096.0	3934.0
1326	0	291230	-7.86	-0.0304884831814814	1942.0	1992.0	3934.0
691	0	56080	-12.48	-0.0188638109907145	2032.0	1903.0	3935.0
2032	0	51630	-6.45	-0.038029699384281	1904.0	2033.0	3937.0
833	0	330860	-12.57	-0.0192141940430874	2033.0	1908.0	3941.0
1488	0	153710	-9.0	-0.0278512741957944	1968.0	1974.0	3942.0
2553	0	236030	-46.53	0.0066933821860987	2350.0	1592.0	3942.0
1398	0	10040	-6.91	-0.0368536876659797	1919.0	2024.0	3943.0
1653	0	160550	-9.94	-0.0247614554341335	1988.0	1956.0	3944.0
1170	0	33180	-14.33	-0.0172590471808706	2060.0	1887.0	3947.0
1038	0	139990	-15.8	-0.0145111334434666	2089.0	1860.0	3949.0
2244	0	302920	-18.6	-0.0109540223169948	2121.0	1830.0	3951.0
2316	0	15020	-6.66	-0.0390706265466797	1911.0	2042.0	3953.0
128	0	361610	-6.36	-0.0418546666617032	1900.0	2058.0	3958.0
1988	0	285800	-5.99	-0.04338160712044	1893.0	2068.0	3961.0
347	0	365340	-9.83	-0.0285837468051707	1985.0	1978.0	3963.0
1946	0	4270	-8.9	-0.0331505401679443	1965.0	2003.0	3968.0
728	0	270520	-9.93	-0.0293974964115154	1987.0	1982.0	3969.0
1526	0	407400	-10.37	-0.0272490929720187	2000.0	1971.0	3971.0
885	0	138610	-20.3	-0.0104179171126837	2146.0	1826.0	3972.0
1898	0	91090	-9.66	-0.0313787864485823	1981.0	1996.0	3977.0
2522	0	66830	-2.27	-0.0763183654193549	1755.0	2226.0	3981.0
1865	0	290380	-23.08	-0.0074691300853572	2186.0	1796.0	3982.0
1261	0	180	-4.1	-0.0610457066678785	1825.0	2158.0	3983.0
1806	0	67170	-14.94	-0.0196693683547641	2072.0	1915.0	3987.0
1179	0	261780	-5.09	-0.0535410189458241	1867.0	2121.0	3988.0
1518	0	241770	-1.25	-0.0959556391435789	1702.0	2289.0	3991.0
953	0	112290	-9.45	-0.0361393031137716	1974.0	2018.0	3992.0
372	0	670	-1.58	-0.0906611536711893	1720.0	2274.0	3994.0
221	0	950160	-16.69	-0.018460319318499	2098.0	1896.0	3994.0
1941	0	412350	-0.51	-0.1132016550862674	1672.0	2324.0	3996.0
2247	0	59100	-7.57	-0.0431694584715205	1932.0	2066.0	3998.0
2344	0	50760	-8.73	-0.0388954005440868	1960.0	2039.0	3999.0
1665	0	102280	-20.71	-0.0131740363982816	2154.0	1849.0	4003.0
1213	0	140670	-15.24	-0.0207501611217588	2079.0	1924.0	4003.0
1142	0	20120	-14.41	-0.0230309288201871	2063.0	1940.0	4003.0
2206	0	38530	-19.49	-0.0158604642876005	2133.0	1871.0	4004.0
975	0	47560	-10.07	-0.0351300332259064	1990.0	2014.0	4004.0
204	0	328130	-10.28	-0.0342864889342994	1997.0	2008.0	4005.0
501	0	115390	-7.27	-0.046298758736861	1928.0	2077.0	4005.0
1067	0	39560	-27.66	-0.0062850099225802	2228.0	1777.0	4005.0
897	0	60590	-18.41	-0.0179496672599942	2119.0	1890.0	4009.0
2438	0	65150	-20.04	-0.0153194527176581	2142.0	1868.0	4010.0
2270	0	148250	-8.99	-0.0394298962730862	1967.0	2045.0	4012.0
340	0	7390	-19.7	-0.0160402957145313	2138.0	1875.0	4013.0
2345	0	63760	0.88	-0.1999723252585579	1572.0	2441.0	4013.0
1721	0	236810	-9.85	-0.0375205043693799	1986.0	2031.0	4017.0
553	0	122640	-36.27	-0.0009400713890212	2291.0	1728.0	4019.0
2363	0	233250	-6.91	-0.0501146275731451	1919.0	2103.0	4022.0
2051	0	6570	-10.58	-0.0364558242829269	2005.0	2020.0	4025.0
1649	0	80530	-25.04	-0.010180936105514	2203.0	1824.0	4027.0
2360	0	424760	-24.14	-0.0120010704954881	2191.0	1837.0	4028.0
1310	0	238090	-10.48	-0.0369448784216138	2002.0	2026.0	4028.0
1961	0	83550	-2.8	-0.0834324500003955	1774.0	2255.0	4029.0
2245	0	69410	-2.57	-0.0881990984398406	1765.0	2264.0	4029.0
2464	0	238170	-1.02	-0.1183943749516967	1691.0	2340.0	4031.0
2066	0	143210	-13.54	-0.0295335198939685	2049.0	1983.0	4032.0
829	0	64800	-6.63	-0.05471541570949	1910.0	2125.0	4035.0
711	0	64090	-34.95	-0.0038201163250888	2285.0	1754.0	4039.0
1397	0	950200	-12.63	-0.0338140183903174	2034.0	2006.0	4040.0
659	0	348340	-55.35	0.0030740854595757	2388.0	1653.0	4041.0
2283	0	8600	-14.78	-0.0274647242427903	2071.0	1972.0	4043.0
1123	0	6490	-59.52	0.0036716930339051	2399.0	1644.0	4043.0
1896	0	32680	-18.91	-0.0197440828394021	2127.0	1918.0	4045.0
1991	0	133750	-5.0	-0.0655610275665629	1864.0	2181.0	4045.0
723	0	102120	-11.1	-0.0388115839818212	2010.0	2037.0	4047.0
1338	0	263600	-8.1	-0.0499036707930449	1947.0	2102.0	4049.0
614	0	200710	-10.23	-0.0415619258363262	1995.0	2055.0	4050.0
2001	0	377330	-4.39	-0.0723995004434469	1839.0	2213.0	4052.0
875	0	93640	-18.6	-0.022237792865136	2121.0	1931.0	4052.0
574	0	388720	-17.54	-0.0238835465565384	2106.0	1947.0	4053.0
1200	0	151910	-20.73	-0.018775398582289	2155.0	1900.0	4055.0
1818	0	33560	-1.73	-0.114936523692597	1728.0	2331.0	4059.0
2542	0	299480	-6.42	-0.0611677005792122	1902.0	2159.0	4061.0
111	0	1570	-38.52	-0.0040195360464283	2310.0	1756.0	4066.0
2052	0	222980	-9.52	-0.0488001892517815	1976.0	2092.0	4068.0
2108	0	290520	-5.6	-0.068160304311221	1876.0	2192.0	4068.0
1757	0	187660	-10.33	-0.0449312077534319	1998.0	2071.0	4069.0
1613	0	78890	-9.55	-0.049420258530185	1977.0	2098.0	4075.0
2393	0	60480	-2.59	-0.1075986667547019	1767.0	2308.0	4075.0
2250	0	5320	-7.74	-0.0563344206502456	1939.0	2137.0	4076.0
299	0	48410	-28.02	-0.0129572881506525	2230.0	1847.0	4077.0
1569	0	86040	-10.17	-0.0482263665661421	1993.0	2087.0	4080.0
2377	0	232830	-9.02	-0.0522265231433601	1969.0	2113.0	4082.0
1580	0	99220	-8.89	-0.0529764615822368	1964.0	2119.0	4083.0
1591	0	317770	-7.2	-0.0610043760472417	1926.0	2157.0	4083.0
373	0	278280	-18.5	-0.0265486725663716	2120.0	1966.0	4086.0
478	0	82270	-22.43	-0.0192195687323405	2179.0	1909.0	4088.0
2443	0	289170	-19.91	-0.0244297605297153	2140.0	1952.0	4092.0
1471	0	4540	-13.62	-0.0393747904112718	2050.0	2044.0	4094.0
1795	0	2360	-2.8	-0.1142015727952021	1774.0	2326.0	4100.0
260	0	140410	-29.03	-0.0151217622547152	2237.0	1865.0	4102.0
40	0	28300	-32.55	-0.01109140980958	2270.0	1832.0	4102.0
1796	0	226360	-2.75	-0.1171236005356452	1770.0	2336.0	4106.0
999	0	214260	-24.99	-0.0191589725089772	2202.0	1907.0	4109.0
2006	0	91590	-7.34	-0.0657236321269063	1929.0	2182.0	4111.0
1527	0	307930	-7.65	-0.0635766709220651	1937.0	2174.0	4111.0
277	0	47920	-22.32	-0.023053965964898	2176.0	1941.0	4117.0
933	0	321820	-29.15	-0.0167554247210754	2238.0	1880.0	4118.0
2114	0	138360	-4.91	-0.0854864266881785	1860.0	2258.0	4118.0
2029	0	332290	-23.28	-0.0224161642765675	2188.0	1934.0	4122.0
1666	0	84180	-12.31	-0.049172435113014	2028.0	2097.0	4125.0
774	0	4560	-5.93	-0.0796836053788969	1889.0	2237.0	4126.0
2441	0	9440	-14.6	-0.0422455648356	2069.0	2060.0	4129.0
2445	0	23460	-18.8	-0.033681235290236	2125.0	2005.0	4130.0
1990	0	189860	-11.61	-0.0514033254720514	2020.0	2110.0	4130.0
2010	0	2870	-8.53	-0.0640980402601072	1955.0	2176.0	4131.0
2535	0	233990	-39.17	-0.0094107638434688	2313.0	1819.0	4132.0
538	0	323990	-19.24	-0.0340353403440807	2129.0	2007.0	4136.0
2413	0	65770	-3.82	-0.1127619698416702	1813.0	2323.0	4136.0
883	0	445680	-20.76	-0.0290953607310072	2156.0	1981.0	4137.0
2494	0	174880	-3.12	-0.1238409263301289	1793.0	2348.0	4141.0
1414	0	47400	-24.47	-0.0239210097719869	2195.0	1948.0	4143.0
1354	0	388790	-27.51	-0.0199796892187884	2224.0	1922.0	4146.0
1388	0	206400	-10.52	-0.0578479409025435	2003.0	2144.0	4147.0
235	0	87010	-35.68	-0.014302327087564	2288.0	1859.0	4147.0
2158	0	221840	-15.12	-0.0450525768076603	2075.0	2072.0	4147.0
1687	0	225220	-6.05	-0.0833450231575907	1894.0	2254.0	4148.0
525	0	334970	-16.54	-0.0417599399805735	2095.0	2057.0	4152.0
2186	0	65370	-10.87	-0.0579731468383844	2007.0	2145.0	4152.0
439	0	397030	-22.27	-0.0299788492506853	2174.0	1986.0	4160.0
1972	0	176590	-20.37	-0.0359018977881255	2147.0	2016.0	4163.0
926	0	304100	-15.24	-0.0491004740360389	2079.0	2095.0	4174.0
2411	0	67770	-3.26	-0.1425869718832201	1799.0	2375.0	4174.0
1725	0	6370	-13.83	-0.05366540013953	2054.0	2122.0	4176.0
249	0	51980	-114.48	0.0	2491.0	1688.0	4179.0
2152	0	6200	-2.1	-0.1879515822114222	1747.0	2432.0	4179.0
2018	0	48770	-16.55	-0.0483457704377328	2096.0	2088.0	4184.0
2517	0	185190	-10.99	-0.0637622433470076	2009.0	2175.0	4184.0
2043	0	215380	-19.55	-0.0411739818497768	2134.0	2052.0	4186.0
2376	0	5110	-182.79	0.0019392637337009	2519.0	1669.0	4188.0
686	0	39840	-13.41	-0.0592683938848144	2046.0	2150.0	4196.0
773	0	5950	-13.5	-0.0596711512200699	2048.0	2151.0	4199.0
2045	0	65170	-0.46	-0.4996951492166874	1669.0	2531.0	4200.0
2082	0	367000	-7.23	-0.0910549812234511	1927.0	2275.0	4202.0
530	0	93230	-49.27	-0.0126234322867968	2359.0	1846.0	4205.0
1177	0	178780	-66.79	-0.006489358173635	2421.0	1784.0	4205.0
2195	0	15260	-31.64	-0.0238326594582669	2262.0	1946.0	4208.0
1099	0	183490	-4.72	-0.1301098238952691	1850.0	2360.0	4210.0
1935	0	9460	-17.37	-0.0520585076967032	2103.0	2112.0	4215.0
1782	0	1550	-15.89	-0.0549401819147909	2090.0	2127.0	4217.0
2160	0	312610	-4.69	-0.1367903251205756	1848.0	2370.0	4218.0
2467	0	60260	-31.62	-0.0250933184666175	2261.0	1957.0	4218.0
1646	0	377480	-24.18	-0.0373544648498795	2192.0	2029.0	4221.0
2276	0	9620	-100.94	-0.0018747022972751	2483.0	1739.0	4222.0
2097	0	290660	-28.03	-0.0302943061548638	2231.0	1991.0	4222.0
2368	0	291810	-6.06	-0.1146531868490246	1895.0	2328.0	4223.0
1921	0	24890	-16.91	-0.053978853396209	2100.0	2124.0	4224.0
2421	0	43360	-4.93	-0.1338621715418939	1861.0	2366.0	4227.0
1829	0	214270	-24.56	-0.0380424617276984	2196.0	2034.0	4230.0
2259	0	208710	-21.08	-0.0433278976516279	2164.0	2067.0	4231.0
2380	0	258830	-105.07	-0.0033000361881968	2486.0	1752.0	4238.0
2120	0	247660	-14.3	-0.0651970172364614	2059.0	2179.0	4238.0
2085	0	127710	-13.07	-0.0696201858789587	2041.0	2198.0	4239.0
1553	0	204840	-26.42	-0.0367304753075018	2216.0	2023.0	4239.0
1620	0	41520	-4.1	-0.1710758124684717	1825.0	2414.0	4239.0
1598	0	256630	-8.81	-0.0918629493800241	1963.0	2277.0	4240.0
1529	0	9190	-36.88	-0.0233892457931868	2298.0	1942.0	4240.0
1947	0	71850	-19.6	-0.0503356402376104	2136.0	2104.0	4240.0
2025	0	335810	-13.73	-0.0675087207554507	2053.0	2189.0	4242.0
1216	0	418420	-49.02	-0.0170874682255615	2358.0	1885.0	4243.0
523	0	3000	-12.8	-0.0707467759892385	2038.0	2206.0	4244.0
812	0	11040	-8.53	-0.0979393597876423	1955.0	2291.0	4246.0
269	0	78130	-22.79	-0.0430420742091891	2182.0	2064.0	4246.0
1951	0	46970	-11.57	-0.0777001208236878	2019.0	2229.0	4248.0
1434	0	322180	-33.95	-0.0272117339288215	2279.0	1970.0	4249.0
1889	0	216400	-24.13	-0.0422015279023364	2190.0	2059.0	4249.0
1612	0	187420	-12.85	-0.0712854805658146	2040.0	2209.0	4249.0
1023	0	215090	-47.42	-0.0188764619721482	2354.0	1904.0	4258.0
1907	0	73110	-14.57	-0.0691570940382081	2066.0	2196.0	4262.0
1512	0	340930	-19.46	-0.0552000586760227	2132.0	2130.0	4262.0
288	0	19170	-19.13	-0.0560320016019951	2128.0	2136.0	4264.0
2123	0	38340	-4.46	-0.1809773234530896	1840.0	2424.0	4264.0
918	0	63160	-17.87	-0.0609250718131663	2110.0	2156.0	4266.0
1772	0	168330	-13.13	-0.0778878339203416	2042.0	2230.0	4272.0
1633	0	37370	-12.79	-0.0796223467857315	2037.0	2236.0	4273.0
1321	0	64240	-11.12	-0.0876364325270352	2012.0	2263.0	4275.0
2246	0	2410	-13.7	-0.0749933775078939	2052.0	2223.0	4275.0
2488	0	254160	-32.33	-0.034636723743789	2266.0	2009.0	4275.0
2334	0	352940	-14.45	-0.0726083038273118	2065.0	2215.0	4280.0
2511	0	224810	-41.0	-0.0246024757859843	2327.0	1954.0	4281.0
1430	0	91440	-29.61	-0.0389458479831465	2241.0	2041.0	4282.0
1083	0	42520	-48.64	-0.0220485172372157	2357.0	1928.0	4285.0
403	0	338220	-144.33	-0.0063804832277738	2505.0	1781.0	4286.0
1626	0	355150	-64.48	-0.0163420260341045	2413.0	1877.0	4290.0
658	0	102940	-20.12	-0.0589811676313309	2143.0	2149.0	4292.0
1830	0	9810	-57.4	-0.0190328737992361	2392.0	1905.0	4297.0
2031	0	36690	-18.07	-0.0667459796628128	2115.0	2187.0	4302.0
881	0	36420	-195.24	-0.0063442594409397	2525.0	1779.0	4304.0
2154	0	147760	-11.45	-0.0957480633599259	2016.0	2288.0	4304.0
1793	0	650	-21.08	-0.0569534271724801	2164.0	2141.0	4305.0
2176	0	311060	-34.6	-0.037011739450813	2282.0	2027.0	4309.0
2200	0	361670	-11.4	-0.0990708849351114	2015.0	2296.0	4311.0
184	0	298380	-54.0	-0.0229983527429847	2378.0	1939.0	4317.0
2440	0	50090	-22.41	-0.0570539926384048	2177.0	2142.0	4319.0
1197	0	105550	-34.34	-0.0389444685954239	2280.0	2040.0	4320.0
702	0	150840	-60.18	-0.020277279118648	2401.0	1923.0	4324.0
1717	0	127120	-20.66	-0.063281401132634	2153.0	2172.0	4325.0
1993	0	173940	-20.61	-0.0651008875306788	2152.0	2177.0	4329.0
1769	0	357430	-9.38	-0.1296429925516431	1973.0	2359.0	4332.0
713	0	97230	-31.41	-0.045814488545662	2257.0	2075.0	4332.0
1116	0	40350	-31.48	-0.0459186270797135	2260.0	2076.0	4336.0
1998	0	337840	-20.16	-0.0687499380745043	2144.0	2195.0	4339.0
207	0	9410	-685.73	-0.0076754070298981	2549.0	1799.0	4348.0
2408	0	91970	-20.59	-0.0707189794339778	2151.0	2205.0	4356.0
2252	0	94860	-18.7	-0.0793461583580862	2123.0	2234.0	4357.0
2379	0	115570	-20.91	-0.0698197828194049	2159.0	2201.0	4360.0
808	0	322510	-51.67	-0.0312673732094804	2368.0	1994.0	4362.0
2198	0	9310	-34.86	-0.047050161020553	2284.0	2079.0	4363.0
2078	0	7770	-13.25	-0.1121423969840853	2045.0	2320.0	4365.0
107	0	66970	-28.15	-0.0559323481721917	2233.0	2133.0	4366.0
993	0	200470	-15.65	-0.0929745468576897	2086.0	2281.0	4367.0
1559	0	33540	-15.31	-0.0956226491209066	2082.0	2287.0	4369.0
2168	0	35620	-16.78	-0.0905717112845559	2099.0	2271.0	4370.0
1421	0	432430	-28.12	-0.0564186468756892	2232.0	2138.0	4370.0
539	0	3920	-9.48	-0.158925278777768	1975.0	2396.0	4371.0
214	0	310210	-63.75	-0.0256026436979051	2410.0	1962.0	4372.0
1282	0	170920	-30.9	-0.0551663188660121	2248.0	2129.0	4377.0
1392	0	300120	-16.32	-0.0945620677299532	2094.0	2284.0	4378.0
2138	0	32800	-49.41	-0.036277395488718	2360.0	2019.0	4379.0
1697	0	246960	-31.47	-0.0530743658110857	2259.0	2120.0	4379.0
2370	0	8290	-20.94	-0.0743736447360448	2161.0	2220.0	4381.0
1904	0	4920	-15.1	-0.1091104522957115	2073.0	2310.0	4383.0
1092	0	315640	-36.28	-0.0487911021341956	2292.0	2091.0	4383.0
888	0	298000	-303.79	-0.0131515416694589	2536.0	1848.0	4384.0
952	0	402030	-27.31	-0.0617617158886955	2220.0	2164.0	4384.0
1272	0	424960	-33.69	-0.0512146017002489	2278.0	2108.0	4386.0
629	0	174900	-40.0	-0.0444718408171062	2319.0	2069.0	4388.0
1906	0	406820	-25.49	-0.0665554354405729	2207.0	2185.0	4392.0
1700	0	246720	-41.95	-0.042290397824206	2333.0	2061.0	4394.0
2050	0	137080	-13.18	-0.1274176814883302	2043.0	2357.0	4400.0
1246	0	200350	-18.09	-0.0946010340863292	2116.0	2285.0	4401.0
2454	0	26910	-20.8	-0.0816758483932902	2157.0	2248.0	4405.0
2221	0	53950	-24.26	-0.0721602183451889	2194.0	2212.0	4406.0
1256	0	14710	-10.11	-0.1742801204375793	1991.0	2416.0	4407.0
666	0	3580	-40.28	-0.0482157914566102	2323.0	2086.0	4409.0
2238	0	71950	-49.95	-0.0398321367538162	2362.0	2048.0	4410.0
2310	0	16670	-4.88	-5.010799136069119	1857.0	2553.0	4410.0
760	0	92220	-11.8	-0.1527375788026974	2024.0	2386.0	4410.0
2402	0	101680	-17.37	-0.1074866939150554	2103.0	2307.0	4410.0
872	0	11810	-73.98	-0.0278977660696433	2436.0	1975.0	4411.0
1098	0	389500	-65.4	-0.0317698951877118	2416.0	1998.0	4414.0
350	0	199800	-84.21	-0.0241267117972566	2466.0	1950.0	4416.0
2545	0	121060	-22.79	-0.0795177137066955	2182.0	2235.0	4417.0
895	0	293780	-21.21	-0.0828734865482182	2166.0	2252.0	4418.0
1884	0	11230	-32.47	-0.0601606023375763	2268.0	2152.0	4420.0
1868	0	355390	-102.83	-0.0226906296523669	2485.0	1935.0	4420.0
2213	0	131760	-23.23	-0.0805093589446127	2187.0	2242.0	4429.0
2204	0	179530	-19.36	-0.1008272031794178	2131.0	2298.0	4429.0
1967	0	134580	-32.79	-0.0613085422781436	2271.0	2160.0	4431.0
2475	0	8500	-52.94	-0.042382459312839	2371.0	2062.0	4433.0
1783	0	23770	-21.71	-0.0886274825766426	2170.0	2265.0	4435.0
2356	0	224060	-16.99	-0.1160299375089532	2101.0	2334.0	4435.0
657	0	255220	-47.71	-0.0474194160590454	2355.0	2081.0	4436.0
1611	0	38880	-19.82	-0.102880077333542	2139.0	2301.0	4440.0
2423	0	27040	-31.21	-0.0666282502202896	2255.0	2186.0	4441.0
463	0	215600	-29.9	-0.0696371908893369	2243.0	2199.0	4442.0
2537	0	92590	-8.36	-0.2803247842950843	1951.0	2493.0	4444.0
1672	0	44060	-46.08	-0.0494307319639517	2347.0	2099.0	4446.0
2104	0	90370	-9.7	-0.2281500946822893	1983.0	2464.0	4447.0
1929	0	56700	-17.63	-0.1201662961991439	2108.0	2341.0	4449.0
1440	0	33170	-12.38	-0.1799172092969699	2030.0	2421.0	4451.0
1128	0	269620	-306.59	-0.0196476151754171	2537.0	1914.0	4451.0
2256	0	193250	-16.09	-0.1291151227114527	2093.0	2358.0	4451.0
2320	0	223220	-385.33	-0.0195430452965967	2540.0	1912.0	4452.0
2101	0	80720	-46.0	-0.0513270510338946	2346.0	2109.0	4455.0
1675	0	57680	-29.38	-0.0732123808149832	2240.0	2216.0	4456.0
1363	0	226440	-20.03	-0.1112310135216218	2141.0	2315.0	4456.0
506	0	107640	-83.21	-0.03101808183205	2463.0	1993.0	4456.0
1429	0	307870	-81.66	-0.0324596494098186	2455.0	2002.0	4457.0
601	0	304360	-477.19	-0.0195762013425358	2544.0	1913.0	4457.0
1191	0	253840	-13.63	-0.1698821710673227	2051.0	2410.0	4461.0
2469	0	341310	-21.59	-0.0987448338451538	2168.0	2295.0	4463.0
1858	0	62860	-12.69	-0.1847671385241313	2036.0	2428.0	4464.0
2275	0	380540	-21.66	-0.0992760788331486	2169.0	2297.0	4466.0
2149	0	187220	-15.98	-0.1440731741387399	2091.0	2378.0	4469.0
905	0	45970	-34.72	-0.0672179239361972	2283.0	2188.0	4471.0
2490	0	311960	-17.6	-0.140616991068553	2107.0	2372.0	4479.0
2035	0	34940	-22.41	-0.1035566847972086	2177.0	2302.0	4479.0
1831	0	377220	-13.46	-0.1929187542709894	2047.0	2434.0	4481.0
2382	0	44380	-11.24	-0.2341895635962189	2013.0	2469.0	4482.0
2027	0	96690	-7.63	-1.2608087715354128	1935.0	2547.0	4482.0
1085	0	348150	-22.66	-0.1040225345422288	2181.0	2303.0	4484.0
2185	0	317120	-43.04	-0.0602650456708604	2337.0	2153.0	4490.0
1113	0	246710	-38.09	-0.0661080415695694	2307.0	2184.0	4491.0
2313	0	110020	-81.59	-0.0388498627628597	2454.0	2038.0	4492.0
424	0	249420	-43.75	-0.0606259706833726	2340.0	2155.0	4495.0
2178	0	115610	-54.91	-0.0520338210787651	2387.0	2111.0	4498.0
1066	0	175140	-33.67	-0.0743899558681586	2277.0	2221.0	4498.0
1555	0	78860	-24.75	-0.102468915322616	2199.0	2300.0	4499.0
1462	0	365270	-26.32	-0.0963486168238449	2213.0	2290.0	4503.0
1933	0	331920	-22.49	-0.1133565258179259	2180.0	2325.0	4505.0
1992	0	222110	-30.14	-0.0867022131978521	2245.0	2261.0	4506.0
2458	0	65690	-20.92	-0.12195481396987	2160.0	2347.0	4507.0
2260	0	950	-9.59	-0.460105328727561	1980.0	2528.0	4508.0
945	0	117730	-177.6	-0.0312898552145898	2515.0	1995.0	4510.0
2325	0	73190	-20.41	-0.1318144701193495	2148.0	2362.0	4510.0
